"Time","Energie_Eclairage","Energie_VMC","Energie_Prises","Energie_Convecteurs"
"2019-04-02-12",9.63403333333333,0,489.966,12532.4517166667
"2019-04-02-13",9.63648333333333,0,490.21395,12534.5801833333
"2019-04-02-14",9.63933333333333,0,490.598833333333,12536.4618166667
"2019-04-02-15",9.64163333333333,0,490.93705,12538.2403666667
"2019-04-02-16",9.64443333333333,0,491.157433333333,12539.6091666667
"2019-04-02-17",9.6467,0,491.306583333333,12540.70015
"2019-04-02-18",9.64883606557377,0,491.426508196721,12541.6367333333
"2019-04-02-19",9.65091666666667,0,491.515016666667,12542.5300819672
"2019-04-02-20",9.65298333333333,0,491.6036,12543.43455
"2019-04-02-21",9.65505,0,491.693583333333,12544.35335
"2019-04-02-22",9.65713333333333,0,491.782566666667,12545.34005
"2019-04-02-23",9.65921666666667,0,491.91265,12546.3798833333
"2019-04-03-00",9.6613,0,492.023633333333,12547.5323
"2019-04-03-01",9.66341666666667,0,492.114583333333,12548.8116333333
"2019-04-03-02",9.66558333333333,0,492.2041,12550.20955
"2019-04-03-03",9.66766666666667,0,492.3214,12551.7744333333
"2019-04-03-04",9.66975,0,492.446166666667,12553.5011333333
"2019-04-03-05",9.67185,0,492.536133333333,12555.4091833333
"2019-04-03-06",9.67396666666667,0,492.625266666667,12557.5359166667
"2019-04-03-07",9.6761,0,492.7297,12559.8049666667
"2019-04-03-08",9.67826666666667,0,492.89065,12562.2058
"2019-04-03-09",9.68346666666667,0,493.29295,12564.5371333333
"2019-04-03-10",9.70111666666667,0,493.715483333333,12566.8315
"2019-04-03-11",9.71998333333333,0,494.1237,12569.1727333333
"2019-04-03-12",9.7323,0,494.357483333333,12571.6041666667
"2019-04-03-13",9.73455,0,494.446383333333,12574.1251166667
"2019-04-03-14",9.73666666666667,0,494.595083333333,12576.9061333333
"2019-04-03-15",9.7388,0,494.683083333333,12579.7714833333
"2019-04-03-16",9.74093333333333,0,494.769966666667,12582.6716666667
"2019-04-03-17",9.74306666666667,0,494.858583333333,12585.7166666667
"2019-04-03-18",9.74516666666667,0,494.992483333333,12588.93865
"2019-04-03-19",9.74726666666667,0,495.095566666667,12592.3647333333
"2019-04-03-20",9.74935,0,495.182883333333,12596.07275
"2019-04-03-21",9.75145,0,495.27155,12600.01855
"2019-04-03-22",9.75358333333333,0,495.410016666667,12604.1998166667
"2019-04-03-23",9.7557,0,495.516783333333,12608.5992666667
"2019-04-04-00",9.75786885245902,0,495.604524590164,12613.2433442623
"2019-04-04-01",9.75995,0,495.693533333333,12618.0939833333
"2019-04-04-02",9.762,0,495.801633333333,12623.1444833333
"2019-04-04-03",9.7641,0,495.93545,12628.4061666667
"2019-04-04-04",9.76618333333333,0,496.0236,12633.7944333333
"2019-04-04-05",9.76828333333333,0,496.111566666667,12639.3007
"2019-04-04-06",9.77036666666667,0,496.204683333333,12644.9116166667
"2019-04-04-07",9.77261666666667,0,496.350083333333,12650.6514166667
"2019-04-04-08",9.77475,0,496.436483333333,12656.4487833333
"2019-04-04-09",9.7771,0,496.689183333333,12662.3529833333
"2019-04-04-10",9.77995,0,497.417933333333,12667.9508833333
"2019-04-04-11",9.78271666666667,0,498.067316666667,12673.3130333333
"2019-04-04-12",9.78601666666667,0,498.976816666667,12678.4556666667
"2019-04-04-13",9.78901666666667,0,499.526716666667,12683.6588333333
"2019-04-04-14",9.79121666666667,0,499.992533333333,12688.6286
"2019-04-04-15",9.79365,0,500.4789,12693.1742166667
"2019-04-04-16",9.7964,0,500.943516666667,12697.3285833333
"2019-04-04-17",9.79888333333333,0,501.109533333333,12701.5353
"2019-04-04-18",9.80103333333333,0,501.241916666667,12705.3237333333
"2019-04-04-19",9.80313333333333,0,501.347633333333,12708.8187833333
"2019-04-04-20",9.80523333333333,0,501.435016666667,12712.3914333333
"2019-04-04-21",9.80733333333333,0,501.522833333333,12715.9747
"2019-04-04-22",9.80948333333333,0,501.61225,12719.6640833333
"2019-04-04-23",9.81163333333333,0,501.750333333333,12723.5582666667
"2019-04-05-00",9.81373333333333,0,501.853333333333,12727.6150833333
"2019-04-05-01",9.81585,0,501.941116666667,12731.80255
"2019-04-05-02",9.81791666666667,0,502.0298,12736.18215
"2019-04-05-03",9.81998333333333,0,502.14895,12740.84015
"2019-04-05-04",9.82203333333333,0,502.273116666667,12745.80305
"2019-04-05-05",9.82408333333333,0,502.360516666667,12751.0084166667
"2019-04-05-06",9.82616666666667,0,502.447666666667,12756.3985166667
"2019-04-05-07",9.82829508196721,0,502.548344262295,12761.9998688525
"2019-04-05-08",9.83045,0,503.076783333333,12767.56215
"2019-04-05-09",9.83286666666667,0,503.681333333333,12772.5547333333
"2019-04-05-10",9.84391666666667,0,504.652283333333,12778.3120333333
"2019-04-05-11",9.8494,0,505.217583333333,12784.0501833333
"2019-04-05-12",9.85268333333333,0,505.920933333333,12788.2815333333
"2019-04-05-13",9.85696666666667,0,506.5391,12791.7523333333
"2019-04-05-14",9.85931666666667,0,506.9429,12794.6740833333
"2019-04-05-15",9.86205,0,507.143966666667,12797.12905
"2019-04-05-16",9.86416666666667,0,507.23545,12799.4376333333
"2019-04-05-17",9.86626666666667,0,507.322966666667,12801.47445
"2019-04-05-18",9.86838333333333,0,507.410883333333,12803.21035
"2019-04-05-19",9.87045,0,507.500266666667,12804.68755
"2019-04-05-20",9.87255,0,507.62415,12806.2638166667
"2019-04-05-21",9.87461666666667,0,507.740833333333,12807.90345
"2019-04-05-22",9.8767,0,507.8282,12809.6979333333
"2019-04-05-23",9.8788,0,507.91745,12811.6276333333
"2019-04-06-00",9.88093333333333,0,508.010833333333,12813.7718833333
"2019-04-06-01",9.88306666666667,0,508.160633333333,12816.14425
"2019-04-06-02",9.88516666666667,0,508.2486,12818.8051166667
"2019-04-06-03",9.8873,0,508.338033333333,12821.6950666667
"2019-04-06-04",9.88943333333333,0,508.4267,12824.83025
"2019-04-06-05",9.89161666666667,0,508.563533333333,12828.2897
"2019-04-06-06",9.8938,0,508.668533333333,12832.0686333333
"2019-04-06-07",9.89596666666667,0,508.7564,12836.0632833333
"2019-04-06-08",9.89818333333333,0,508.845366666667,12840.1475833333
"2019-04-06-09",9.90036666666667,0,508.963966666667,12844.3020166667
"2019-04-06-10",9.90255737704918,0,509.088081967213,12848.369852459
"2019-04-06-11",9.90468333333333,0,509.17395,12852.2513333333
"2019-04-06-12",9.90678333333333,0,509.26137704918,12855.8153333333
"2019-04-06-13",9.90888524590164,0,509.354016666667,12859.1142131148
"2019-04-06-14",9.911,0,509.5021,12862.1604833333
"2019-04-06-15",9.91315,0,509.587833333333,12864.9793166667
"2019-04-06-16",9.9153,0,509.672966666667,12867.5765166667
"2019-04-06-17",9.91738333333333,0,509.75915,12869.99055
"2019-04-06-18",9.91953333333333,0,509.89575,12872.3791666667
"2019-04-06-19",9.92171666666667,0,510.002466666667,12874.77015
"2019-04-06-20",9.92385,0,510.090583333333,12877.1649666667
"2019-04-06-21",9.92593333333333,0,510.1799,12879.66005
"2019-04-06-22",9.92803333333333,0,510.284266666667,12882.2551
"2019-04-06-23",9.93011666666667,0,510.423933333333,12884.9250666667
"2019-04-07-00",9.93221666666667,0,510.512283333333,12887.7217
"2019-04-07-01",9.93431666666667,0,510.6022,12890.6699333333
"2019-04-07-02",9.93638333333333,0,510.691216666667,12893.8826666667
"2019-04-07-03",9.9385,0,510.842583333333,12897.3089666667
"2019-04-07-04",9.94058333333333,0,510.93535,12900.90345
"2019-04-07-05",9.94266666666667,0,511.02335,12904.6296333333
"2019-04-07-06",9.94475,0,511.11165,12908.49655
"2019-04-07-07",9.94686666666667,0,511.24095,12912.4819166667
"2019-04-07-08",9.94903333333333,0,511.353016666667,12916.5365666667
"2019-04-07-09",9.95116666666667,0,511.438883333333,12920.6568833333
"2019-04-07-10",9.95326666666667,0,511.52495,12924.8540333333
"2019-04-07-11",9.95538333333333,0,511.634866666667,12929.0019833333
"2019-04-07-12",9.95755,0,511.765466666667,12932.9811166667
"2019-04-07-13",9.95968333333333,0,511.852016666667,12936.7062666667
"2019-04-07-14",9.9618,0,511.93895,12940.0589166667
"2019-04-07-15",9.96393333333333,0,512.026633333333,12943.1280166667
"2019-04-07-16",9.96606666666667,0,512.178016666667,12945.8982
"2019-04-07-17",9.96823333333333,0,512.268016666667,12948.3210166667
"2019-04-07-18",9.97034426229508,0,512.356606557377,12950.2126065574
"2019-04-07-19",9.9725,0,512.445833333333,12952.1887333333
"2019-04-07-20",9.9746,0,512.574416666667,12954.2617166667
"2019-04-07-21",9.97673333333333,0,512.689983333333,12956.4058833333
"2019-04-07-22",9.97883333333333,0,512.777616666667,12958.60905
"2019-04-07-23",9.98093333333333,0,512.866,12960.9015
"2019-04-08-00",9.98303333333333,0,512.974233333333,12963.2886666667
"2019-04-08-01",9.98513333333333,0,513.1119,12965.8592666667
"2019-04-08-02",9.98721666666667,0,513.199583333333,12968.5624
"2019-04-08-03",9.98928333333333,0,513.287433333333,12971.4247666667
"2019-04-08-04",9.99136666666667,0,513.376333333333,12974.4368833333
"2019-04-08-05",9.9935,0,513.524283333333,12977.6182666667
"2019-04-08-06",9.9957,0,513.618516666667,12980.9753
"2019-04-08-07",9.99778333333333,0,513.705133333333,12984.5208833333
"2019-04-08-08",10.0003333333333,0,513.849583333333,12988.2291
"2019-04-08-09",10.00335,0,514.395316666667,12992.2879166667
"2019-04-08-10",10.00625,0,515.142816666667,12996.03315
"2019-04-08-11",10.0088833333333,0,515.850866666667,12999.3452
"2019-04-08-12",10.0119833333333,0,517.060416666667,13002.1477333333
"2019-04-08-13",10.0150166666667,0,517.891183333333,13004.572
"2019-04-08-14",10.0178,0,518.441566666667,13006.7619333333
"2019-04-08-15",10.0204166666667,0,519.1203,13008.6119166667
"2019-04-08-16",10.0233166666667,0,519.803666666667,13010.18635
"2019-04-08-17",10.0261333333333,0,520.191083333333,13012.0823
"2019-04-08-18",10.0283,0,520.279116666667,13014.11985
"2019-04-08-19",10.0304166666667,0,520.36725,13016.2367
"2019-04-08-20",10.03255,0,520.455166666667,13018.4508666667
"2019-04-08-21",10.0346666666667,0,520.542333333333,13020.734
"2019-04-08-22",10.0367833333333,0,520.655533333333,13023.0869833333
"2019-04-08-23",10.0389508196721,0,520.783180327869,13025.5810983607
"2019-04-09-00",10.0410833333333,0,520.872966666667,13028.22265
"2019-04-09-01",10.0431833333333,0,520.960816666667,13031.0421833333
"2019-04-09-02",10.0452833333333,0,521.05395,13034.0063666667
"2019-04-09-03",10.0473666666667,0,521.202166666667,13037.13335
"2019-04-09-04",10.0494666666667,0,521.291783333333,13040.4608166667
"2019-04-09-05",10.0516,0,521.379416666667,13043.9811166667
"2019-04-09-06",10.0537333333333,0,521.467066666667,13047.7338333333
"2019-04-09-07",10.0558833333333,0,521.613616666667,13051.6516833333
"2019-04-09-08",10.0579833333333,0,521.7088,13055.6668833333
"2019-04-09-09",10.0600666666667,0,521.822933333333,13059.7538333333
"2019-04-09-10",10.0623333333333,0,521.952466666667,13063.5969666667
"2019-04-09-11",10.0649,0,522.151166666667,13067.202
"2019-04-09-12",10.0676666666667,0,522.314116666667,13070.5582
"2019-04-09-13",10.0714666666667,0,522.642933333333,13073.1492333333
"2019-04-09-14",10.0755166666667,0,523.245016666667,13075.3709333333
"2019-04-09-15",10.0783666666667,0,523.667066666667,13077.3749666667
"2019-04-09-16",10.0820666666667,0,524.004583333333,13078.63725
"2019-04-09-17",10.08445,0,524.160366666667,13079.7512166667
"2019-04-09-18",10.0865333333333,0,524.2503,13080.8180333333
"2019-04-09-19",10.0885666666667,0,524.3388,13081.7864666667
"2019-04-09-20",10.0906333333333,0,524.426766666667,13082.7493666667
"2019-04-09-21",10.0927666666667,0,524.513633333333,13083.7906
"2019-04-09-22",10.0949,0,524.601833333333,13084.9309833333
"2019-04-09-23",10.0970333333333,0,524.7506,13086.1768333333
"2019-04-10-00",10.0991666666667,0,524.84405,13087.6695166667
"2019-04-10-01",10.1012833333333,0,524.932616666667,13089.3805166667
"2019-04-10-02",10.1033833333333,0,525.02115,13091.3131166667
"2019-04-10-03",10.1054666666667,0,525.1529,13093.4815833333
"2019-04-10-04",10.1076229508197,0,525.281098360656,13095.8889672131
"2019-04-10-05",10.1097166666667,0,525.370066666667,13098.5258
"2019-04-10-06",10.1118166666667,0,525.45745,13101.34945
"2019-04-10-07",10.1139333333333,0,525.54475,13104.3519833333
"2019-04-10-08",10.11605,0,525.899616666667,13107.6407
"2019-04-10-09",10.11855,0,526.715083333333,13110.8824166667
"2019-04-10-10",10.1211833333333,0,527.521866666667,13114.0627
"2019-04-10-11",10.12375,0,528.391316666667,13117.0523833333
"2019-04-10-12",10.1267666666667,0,529.444283333333,13119.7004666667
"2019-04-10-13",10.1289333333333,0,529.776933333333,13121.6474
"2019-04-10-14",10.1310333333333,0,529.863283333333,13123.3241333333
"2019-04-10-15",10.1331333333333,0,529.950816666667,13124.7172833333
"2019-04-10-16",10.1352333333333,0,530.0381,13125.9942666667
"2019-04-10-17",10.1373666666667,0,530.125,13127.3072666667
"2019-04-10-18",10.1395166666667,0,530.21245,13128.6624666667
"2019-04-10-19",10.1416333333333,0,530.358566666667,13130.0472166667
"2019-04-10-20",10.1437166666667,0,530.457366666667,13131.5394
"2019-04-10-21",10.1458,0,530.545183333333,13133.1016666667
"2019-04-10-22",10.1479166666667,0,530.63345,13134.78205
"2019-04-10-23",10.1500166666667,0,530.747916666667,13136.5808166667
"2019-04-11-00",10.1521333333333,0,530.88095,13138.5125833333
"2019-04-11-01",10.1542166666667,0,530.9698,13140.59265
"2019-04-11-02",10.1563166666667,0,531.05815,13142.86515
"2019-04-11-03",10.1584,0,531.14685,13145.3191333333
"2019-04-11-04",10.1605166666667,0,531.298866666667,13147.8543166667
"2019-04-11-05",10.1626,0,531.394016666667,13150.5251666667
"2019-04-11-06",10.1647666666667,0,531.481616666667,13153.3401333333
"2019-04-11-07",10.1669333333333,0,531.569016666667,13156.2852666667
"2019-04-11-08",10.1694333333333,0,531.811483333333,13159.3591
"2019-04-11-09",10.1726557377049,0,532.567459016393,13162.4635081967
"2019-04-11-10",10.1756666666667,0,533.285066666667,13165.84075
"2019-04-11-11",10.1788166666667,0,534.036533333333,13169.1561166667
"2019-04-11-12",10.1822333333333,0,534.915016666667,13172.2870666667
"2019-04-11-13",10.1961166666667,0,536.0209,13175.4384
"2019-04-11-14",10.2165333333333,0,536.802383333333,13178.17345
"2019-04-11-15",10.238,0,537.500383333333,13180.7499166667
"2019-04-11-16",10.25895,0,538.18815,13183.24325
"2019-04-11-17",10.2695,0,538.47925,13185.9415
"2019-04-11-18",10.2716166666667,0,538.56715,13188.7639
"2019-04-11-19",10.2737333333333,0,538.654133333333,13191.6141833333
"2019-04-11-20",10.2758666666667,0,538.742933333333,13194.5212
"2019-04-11-21",10.278,0,538.831483333333,13197.4423666667
"2019-04-11-22",10.2801333333333,0,538.960666666667,13200.3562166667
"2019-04-11-23",10.2822833333333,0,539.07065,13203.2732833333
"2019-04-12-00",10.2844166666667,0,539.159066666667,13206.1764
"2019-04-12-01",10.2865666666667,0,539.2475,13209.10095
"2019-04-12-02",10.2887,0,539.350166666667,13212.0718
"2019-04-12-03",10.2908,0,539.485883333333,13215.0695166667
"2019-04-12-04",10.2929,0,539.5748,13218.0860333333
"2019-04-12-05",10.2950333333333,0,539.6632,13221.1465666667
"2019-04-12-06",10.2971833333333,0,539.762983333333,13224.2674666667
"2019-04-12-07",10.2994,0,539.901166666667,13227.4468333333
"2019-04-12-08",10.30265,0,540.138183333333,13230.8504333333
"2019-04-12-09",10.30605,0,540.845766666667,13234.18785
"2019-04-12-10",10.3191166666667,0,541.752116666667,13239.0001166667
"2019-04-12-11",10.3228333333333,0,542.2086,13242.5692333333
"2019-04-12-12",10.3254333333333,0,542.4021,13245.4801333333
"2019-04-12-13",10.3281333333333,0,542.555216666667,13247.7038333333
"2019-04-12-14",10.3302666666667,0,542.642983333333,13249.6056333333
"2019-04-12-15",10.3323770491803,0,542.731196721311,13251.3249344262
"2019-04-12-16",10.33455,0,542.821216666667,13252.7987166667
"2019-04-12-17",10.3366166666667,0,542.908583333333,13254.1477666667
"2019-04-12-18",10.3386833333333,0,543.02695,13255.4227833333
"2019-04-12-19",10.34075,0,543.142533333333,13256.7062666667
"2019-04-12-20",10.3428166666667,0,543.230983333333,13258.04685
"2019-04-12-21",10.3448666666667,0,543.318383333333,13259.4708
"2019-04-12-22",10.3469333333333,0,543.433383333333,13260.9554333333
"2019-04-12-23",10.3489833333333,0,543.553283333333,13262.5279666667
"2019-04-13-00",10.35105,0,543.642733333333,13264.2746333333
"2019-04-13-01",10.3531166666667,0,543.730683333333,13266.3013
"2019-04-13-02",10.3551833333333,0,543.850633333333,13268.6200333333
"2019-04-13-03",10.35725,0,543.9648,13271.2052833333
"2019-04-13-04",10.3593166666667,0,544.05355,13274.0995666667
"2019-04-13-05",10.3613770491803,0,544.141639344262,13277.3283278689
"2019-04-13-06",10.3635,0,544.271983333333,13280.9838833333
"2019-04-13-07",10.3655833333333,0,544.377216666667,13284.8683666667
"2019-04-13-08",10.3676333333333,0,544.46555,13288.9764333333
"2019-04-13-09",10.3696833333333,0,544.55495,13293.1908166667
"2019-04-13-10",10.37175,0,544.698133333333,13297.3804166667
"2019-04-13-11",10.3738333333333,0,544.79335,13301.3655333333
"2019-04-13-12",10.3759666666667,0,544.882766666667,13304.8974
"2019-04-13-13",10.3780666666667,0,544.973416666667,13307.8204833333
"2019-04-13-14",10.3801833333333,0,545.122683333333,13310.2655833333
"2019-04-13-15",10.38225,0,545.21825,13312.3435166667
"2019-04-13-16",10.3843166666667,0,545.308033333333,13314.0199833333
"2019-04-13-17",10.3864,0,545.399166666667,13315.41585
"2019-04-13-18",10.3885333333333,0,545.531133333333,13316.6202333333
"2019-04-13-19",10.3906166666667,0,545.642116666667,13317.7892666667
"2019-04-13-20",10.392737704918,0,545.73231147541,13319.1237868852
"2019-04-13-21",10.3948166666667,0,545.822766666667,13320.6086666667
"2019-04-13-22",10.3968833333333,0,545.946333333333,13322.18295
"2019-04-13-23",10.39895,0,546.061066666667,13323.9332333333
"2019-04-14-00",10.4010166666667,0,546.149766666667,13325.9654666667
"2019-04-14-01",10.4030666666667,0,546.23885,13328.33475
"2019-04-14-02",10.4051666666667,0,546.3626,13331.01385
"2019-04-14-03",10.4072666666667,0,546.477283333333,13334.0412833333
"2019-04-14-04",10.4093833333333,0,546.565716666667,13337.4218666667
"2019-04-14-05",10.41155,0,546.65485,13341.1164666667
"2019-04-14-06",10.4136833333333,0,546.781883333333,13345.1102
"2019-04-14-07",10.4157833333333,0,546.8952,13349.4073333333
"2019-04-14-08",10.41785,0,546.983783333333,13353.9039666667
"2019-04-14-09",10.4199166666667,0,547.071966666667,13358.47575
"2019-04-14-10",10.4219833333333,0,547.19335,13363.0432333333
"2019-04-14-11",10.42405,0,547.310416666667,13367.43605
"2019-04-14-12",10.4261166666667,0,547.398983333333,13371.5085666667
"2019-04-14-13",10.4281833333333,0,547.4878,13374.9944166667
"2019-04-14-14",10.4302833333333,0,547.614433333333,13378.0826
"2019-04-14-15",10.4323833333333,0,547.728033333333,13380.6768333333
"2019-04-14-16",10.4344833333333,0,547.817333333333,13382.8216666667
"2019-04-14-17",10.4366,0,547.90745,13384.6341333333
"2019-04-14-18",10.4386833333333,0,548.0422,13386.0859333333
"2019-04-14-19",10.4407666666667,0,548.151783333333,13387.5202666667
"2019-04-14-20",10.4428166666667,0,548.240566666667,13389.0741833333
"2019-04-14-21",10.4448833333333,0,548.329583333333,13390.70565
"2019-04-14-22",10.4469666666667,0,548.449383333333,13392.4636
"2019-04-14-23",10.44905,0,548.570783333333,13394.3594166667
"2019-04-15-00",10.4511166666667,0,548.65968852459,13396.5695333333
"2019-04-15-01",10.4532295081967,0,548.74895,13399.138295082
"2019-04-15-02",10.4553166666667,0,548.865483333333,13402.0071
"2019-04-15-03",10.4574,0,548.985933333333,13405.2311333333
"2019-04-15-04",10.4595166666667,0,549.07355,13408.8215333333
"2019-04-15-05",10.46165,0,549.161266666667,13412.73675
"2019-04-15-06",10.4637666666667,0,549.289233333333,13416.98895
"2019-04-15-07",10.4659333333333,0,549.398583333333,13421.6456333333
"2019-04-15-08",10.4687166666667,0,549.501966666667,13426.4705666667
"2019-04-15-09",10.48325,0,549.841983333333,13431.6026333333
"2019-04-15-10",10.50195,0,550.496333333333,13436.50735
"2019-04-15-11",10.52095,0,551.0296,13441.0293166667
"2019-04-15-12",10.5398166666667,0,551.4929,13445.1287
"2019-04-15-13",10.55935,0,552.0092,13448.5527166667
"2019-04-15-14",10.6224666666667,0,552.334733333333,13451.0021
"2019-04-15-15",10.7117833333333,0,552.4737,13453.0299833333
"2019-04-15-16",10.7620666666667,0,552.599433333333,13454.37975
"2019-04-15-17",10.76445,0,552.692683333333,13455.4359333333
"2019-04-15-18",10.7666,0,552.781916666667,13456.2766833333
"2019-04-15-19",10.7687,0,552.92275,13457.0119
"2019-04-15-20",10.7708,0,553.017766666667,13457.7305833333
"2019-04-15-21",10.7729166666667,0,553.106266666667,13458.5063833333
"2019-04-15-22",10.7750333333333,0,553.194233333333,13459.3622833333
"2019-04-15-23",10.7771333333333,0,553.316133333333,13460.3145166667
"2019-04-16-00",10.7792166666667,0,553.427566666667,13461.3843333333
