"Time","Humidite_Interieur_Sud.mean","Humidite_Interieur_Nord.mean","Humidite_RELATIVE_E4000.mean","Humidite_ABSOLUE_E4000.mean"
"2019-06-14-13",55.0665,56.61675,47.91675,11.55925
"2019-06-14-14",53.5295,56,47,11.367
"2019-06-14-15",54.84375,56,47,11.44475
"2019-06-14-16",54,56,46.68325,11.44725
"2019-06-14-17",53.2345,54.4065,46.8165,11.515
"2019-06-14-18",54,55.26675,46.93325,11.57325
"2019-06-14-19",54,55,47,11.627
"2019-06-14-20",53.2345,55,47,11.6865
"2019-06-14-21",54,55,47,11.69
"2019-06-14-22",54,55,47,11.68975
"2019-06-14-23",54,54.21875,47,11.63275
"2019-06-15-00",54,55,47,11.6225
"2019-06-15-01",54,55,47,11.566
"2019-06-15-02",54,55,47,11.561
"2019-06-15-03",54,55,46.88325,11.512
"2019-06-15-04",53.2345,55,46.3835,11.31875
"2019-06-15-05",54,53.4375,46,11.1735
"2019-06-15-06",54,55,46,11.12
"2019-06-15-07",54.18325,55,46,11.072
"2019-06-15-08",55,54.21875,46,11.026
"2019-06-15-09",55,54.21875,46,11.003
"2019-06-15-10",55,55.5,46,11.046
"2019-06-15-11",54.202,55.20325,46,11.073
"2019-06-15-12",55,56,46,11.135
"2019-06-15-13",54.98325,56,46.18325,11.26375
"2019-06-15-14",54.15,56,46.61675,11.458
"2019-06-15-15",54.65,55.20325,47.33325,11.64
"2019-06-15-16",55,56,47,11.554
"2019-06-15-17",55,55.20325,47,11.50625
"2019-06-15-18",55.30825,55.20325,47,11.504
"2019-06-15-19",55.0335,55.20325,47,11.49025
"2019-06-15-20",55.13325,56,47,11.432
"2019-06-15-21",55,55.20325,47,11.35775
"2019-06-15-22",55,55.20325,47,11.286
"2019-06-15-23",55,56,47,11.212
"2019-06-16-00",55,55.05,46.45,10.9995
"2019-06-16-01",54.21875,55,46,10.79225
"2019-06-16-02",53.4375,53.5295,46,10.745
"2019-06-16-03",54.16675,54.28125,46,10.69
"2019-06-16-04",54.21875,54.36875,46,10.629
"2019-06-16-05",53.48275,54.14075,45.75,10.47675
"2019-06-16-06",54.79975,55,45,10.221
"2019-06-16-07",54.1,54.6095,45,10.154
"2019-06-16-08",53.2345,55,45,10.10425
"2019-06-16-09",54,55,45,10.06075
"2019-06-16-10",53.6345,55,45,10.06075
"2019-06-16-11",54.21875,54.21875,45,10.06075
"2019-06-16-12",55,54.21875,45,10.08425
"2019-06-16-13",55,55,45,10.113
"2019-06-16-14",53.4835,54.452,45,10.173
"2019-06-16-15",55,55.20325,45.7,10.399
"2019-06-16-16",55,55.20325,46,10.595
"2019-06-16-17",55,56.41675,46,10.713
"2019-06-16-18",55,57,46.4,10.861
"2019-06-16-19",55,57,47,11.107
"2019-06-16-20",55,57,47.43325,11.28225
"2019-06-16-21",54.21875,54.77825,48,11.41125
"2019-06-16-22",55,56,48,11.41125
"2019-06-16-23",55,56,48,11.44375
"2019-06-17-00",55,56,48,11.4125
"2019-06-17-01",55,55.20325,48,11.39425
"2019-06-17-02",54.21875,54.95625,48,11.34025
"2019-06-17-03",55,55,48,11.2835
"2019-06-17-04",55,55,47.76675,11.16625
"2019-06-17-05",55,55,47,10.948
"2019-06-17-06",55,55,47,10.89725
"2019-06-17-07",55,55,47,10.818
"2019-06-17-08",55.29375,56.1,47.21675,10.9105
"2019-06-17-09",55.46675,57.3665,47.43325,11.02975
"2019-06-17-10",54.66875,57,47.3835,11.037
"2019-06-17-11",54.823,57.16675,47.6,11.133
"2019-06-17-12",56,57.95,48,11.287
"2019-06-17-13",56.03325,57.76575,48.98325,11.698
"2019-06-17-14",56.6,60.05,49,11.928
"2019-06-17-15",57,60.36675,49.78325,12.28025
"2019-06-17-16",57,61,49.0335,12.3725
"2019-06-17-17",56.81675,60.3,49.5,12.59925
"2019-06-17-18",55.20325,59.14075,49.01675,12.64975
"2019-06-17-19",56,58.20325,49.33325,12.822
"2019-06-17-20",55.5865,60,49.93325,13.0195
"2019-06-17-21",57,60,50,13.07
"2019-06-17-22",57,58.49825,50,13.09675
"2019-06-17-23",55.375,58,50,13.14
"2019-06-18-00",57,58,50,13.098
"2019-06-18-01",56.68325,57.83325,50,13.06075
"2019-06-18-02",54.655,57,50,13
"2019-06-18-03",56,57,50,12.9335
"2019-06-18-04",55.20325,57,49.98325,12.85825
"2019-06-18-05",56,57,49.38325,12.5955
"2019-06-18-06",55.20325,57,49,12.4015
"2019-06-18-07",56.28325,57,49,12.3225
"2019-06-18-08",56.07075,56.58325,49,12.3795
"2019-06-18-09",57.03125,59.96875,49.6165,12.6225
"2019-06-18-10",57,60.28325,50,12.78825
"2019-06-18-11",57,60.9,50,12.89275
"2019-06-18-12",55.375,60.36675,50,12.9475
"2019-06-18-13",57,60.55,50.2,13.1435
"2019-06-18-14",57,61,50.4,13.43175
"2019-06-18-15",56.1875,61,50,13.58525
"2019-06-18-16",56.1875,60.637,49.91675,13.713
"2019-06-18-17",56.15625,60.41675,49.76675,13.68125
"2019-06-18-18",57,60,50,13.74
"2019-06-18-19",55.50325,60,50,13.931
"2019-06-18-20",55.20325,60,50,14.04125
"2019-06-18-21",56,60,50.26675,14.11725
"2019-06-18-22",55.9,59.1765,50,14.05475
"2019-06-18-23",55.83325,58,50,14.104
"2019-06-19-00",55.7665,58,50,14.05625
"2019-06-19-01",55.12,57.65,50,14.004
"2019-06-19-02",55.4165,57,50,13.91575
"2019-06-19-03",55,57,49.61675,13.71475
"2019-06-19-04",54.21875,56.7875,49,13.4665
"2019-06-19-05",55,56.01675,49,13.42025
"2019-06-19-06",55.81675,56,49,13.31125
"2019-06-19-07",56,56,48.08325,12.9785
"2019-06-19-08",55.20325,56.09375,48.36675,13.00975
"2019-06-19-09",53.266,56.8335,48.5,13.07825
"2019-06-19-10",54.65,55.20325,47.36675,12.77925
"2019-06-19-11",53.297,55.9665,46.8335,12.794
"2019-06-19-12",55,55.747,47,12.87375
"2019-06-19-13",52.7795,57,47,12.90425
"2019-06-19-14",55,56.8335,47,12.97425
"2019-06-19-15",55,55.20325,46.9665,13.108
"2019-06-19-16",53.4065,54.3055,46.48325,13.167
"2019-06-19-17",53.2345,56,46.78325,13.468
"2019-06-19-18",53.03425,56,46.6,13.58525
"2019-06-19-19",53.7025,55.20325,46.43325,13.697
"2019-06-19-20",54,55.20325,47,13.86
"2019-06-19-21",53.7,56,47.93325,14.14
"2019-06-19-22",52.25,56,47.15,13.922
"2019-06-19-23",53,54.4065,47,13.94125
"2019-06-20-00",52.63625,55.3,47,13.932
"2019-06-20-01",52.30025,55,47,13.86125
"2019-06-20-02",51.40975,55,47,13.803
"2019-06-20-03",51,54.85,46.98325,13.654
"2019-06-20-04",50.4085,54,46.73325,13.54425
"2019-06-20-05",52.1675,54,46.31675,13.297
"2019-06-20-06",52.64975,54,46,13.09275
"2019-06-20-07",51.9725,54,46,12.99125
"2019-06-20-08",52.7345,52.82825,45.96675,12.877
"2019-06-20-09",54.047,55,46.06675,12.863
"2019-06-20-10",53.84925,55.35,47,13.09925
"2019-06-20-11",55,55.98325,47,13.07
"2019-06-20-12",54.21875,55.25,47.35,13.22925
"2019-06-20-13",55.36675,56.88325,47.2835,13.26525
"2019-06-20-14",54.13525,56.41675,46.61675,13.0995
"2019-06-20-15",54.9,56.78325,46.8,13.31675
"2019-06-20-16",54.4615,56.1875,47.36675,13.56475
"2019-06-20-17",55.9,57,48,13.66
"2019-06-20-18",56,57,48,13.63225
"2019-06-20-19",55.20325,57,48,13.63125
"2019-06-20-20",56,57,48,13.59
"2019-06-20-21",56.8,57,48,13.54175
"2019-06-20-22",57,55.375,48,13.48125
"2019-06-20-23",57,56.1875,48,13.42175
"2019-06-21-00",57,56.1875,48,13.354
"2019-06-21-01",56.1875,57,48,13.261
"2019-06-21-02",56.1875,57,48,13.19
"2019-06-21-03",54.58,57,48,13.18325
"2019-06-21-04",57,57.06375,48,13.096
"2019-06-21-05",57,57.61675,48,13.01675
"2019-06-21-06",57,58,48,12.9245
"2019-06-21-07",57,56.28875,47.43325,12.69775
"2019-06-21-08",61.8365,60.6535,51.367,13.5895
"2019-06-21-09",64.47925,64.34575,54.08325,14.166
"2019-06-21-10",64.6585,65.13025,54.1165,14.13175
"2019-06-21-11",64.75525,66.7165,53.65,14.13225
"2019-06-21-12",63.2665,66.46675,53.40025,14.19225
"2019-06-21-13",62.7665,63.7795,52.46675,14.02525
"2019-06-21-14",61.98325,63.4,52,13.963
"2019-06-21-15",60.14075,63,51.4665,13.851
"2019-06-21-16",61,62.125,51.83325,13.99175
"2019-06-21-17",61.11675,62,52,13.97125
"2019-06-21-18",59.27425,62,52,13.96775
"2019-06-21-19",62,61.1095,52,13.90475
"2019-06-21-20",61.91675,61.1095,51.83325,13.84925
"2019-06-21-21",60.35225,62,51,13.54575
"2019-06-21-22",60.24175,62,51,13.48125
"2019-06-21-23",61,61.1095,51,13.40975
"2019-06-22-00",61,61.1095,51,13.33125
"2019-06-22-01",60.125,61.1095,51,13.26125
"2019-06-22-02",61,62,51,13.18525
"2019-06-22-03",61,62,50.88325,13.12675
"2019-06-22-04",61,61.98325,50,12.821
"2019-06-22-05",59.25,61.09275,50,12.7415
"2019-06-22-06",61,61.09275,50,12.6555
"2019-06-22-07",61,61.98325,50,12.581
"2019-06-22-08",60.125,62,50,12.5505
"2019-06-22-09",61,60.219,50,12.515
"2019-06-22-10",61,62,50,12.40875
"2019-06-22-11",61,62,50,12.3355
"2019-06-22-12",60.125,61.1095,50,12.29125
"2019-06-22-13",59.25,61.1095,50,12.29
"2019-06-22-14",61,61.1095,50,12.29
"2019-06-22-15",60.125,62,50,12.29225
"2019-06-22-16",60.16675,61.16675,49.13325,12.18925
"2019-06-22-17",60,60.125,49.03325,12.2955
"2019-06-22-18",60,60.125,49.1,12.47675
"2019-06-22-19",60.53325,60.172,50,12.7975
"2019-06-22-20",59.62425,61.01675,50,12.89
"2019-06-22-21",60,61,50.86675,13.0785
"2019-06-22-22",60,60.125,51,13.11
"2019-06-22-23",60,61,51,13.09125
"2019-06-23-00",60,61,51,13.04475
"2019-06-23-01",60,60.547,51,13.01425
"2019-06-23-02",60,59.14075,51,12.95525
"2019-06-23-03",59.14075,59.0625,50.9,12.86025
"2019-06-23-04",59.14075,60,50.68325,12.7015
"2019-06-23-05",59.14075,59.14075,50,12.436
"2019-06-23-06",60,60,50,12.331
"2019-06-23-07",60,60,50,12.29
"2019-06-23-08",60,59.59175,50,12.297
"2019-06-23-09",60,60.125,49.11675,12.0885
"2019-06-23-10",60,60.125,49,12.0675
"2019-06-23-11",60,60.125,49,12.11875
"2019-06-23-12",59.14075,61,49,12.17225
"2019-06-23-13",60,59.25,49.01675,12.276
"2019-06-23-14",59.14075,60.125,49.2,12.4275
"2019-06-23-15",59.14075,61,49.6665,12.67625
"2019-06-23-16",60,61,49.13325,12.72675
"2019-06-23-17",59.14075,60.125,49.5165,13.0345
"2019-06-23-18",60,61,50.01675,13.28375
"2019-06-23-19",59.5,61,50.98325,13.63375
"2019-06-23-20",59.18775,60.15,51,13.73125
"2019-06-23-21",58.03125,60,51,13.792
"2019-06-23-22",58.264,60,51.15,13.9005
"2019-06-23-23",58.9055,60,51.53325,14.041
"2019-06-24-00",60,60,51.0335,13.94075
"2019-06-24-01",59.14075,59.14075,51.26675,14.006
"2019-06-24-02",59.93925,60,51.7665,14.08125
"2019-06-24-03",57.48675,57.42225,51.13325,13.83325
"2019-06-24-04",58.2775,59.14075,51,13.7205
"2019-06-24-05",58.08675,59.14075,51,13.658
"2019-06-24-06",58.15,60,51,13.548
"2019-06-24-07",59.1095,60,51,13.47625
"2019-06-24-08",62.893,62.69175,54.08325,13.95825
"2019-06-24-09",63.951,64.28625,54.96675,14.1765
"2019-06-24-10",62.585,63.4365,53.51675,14.07025
"2019-06-24-11",60.749,62.34175,51.7835,14.09625
"2019-06-24-12",62.79525,65.56675,53.85,14.8515
"2019-06-24-13",62.9845,66,53.25,14.68625
"2019-06-24-14",62.05,65.047,53,14.79475
"2019-06-24-15",61.1095,65.18125,53,14.9815
"2019-06-24-16",62,64,53,15.3345
"2019-06-24-17",61.45,64,53,15.464
"2019-06-24-18",60.125,63.33325,53,15.756
"2019-06-24-19",60.125,63,53,15.90975
"2019-06-24-20",61,63,53,15.938
"2019-06-24-21",61,62.95,53.4,16.11625
"2019-06-24-22",59.77525,61.14275,53.41675,16.2365
"2019-06-24-23",59.14075,62,53.01675,16.18
"2019-06-25-00",59.14075,62,53,16.24
"2019-06-25-01",60,62,53,16.24
"2019-06-25-02",60,62,53,16.171
"2019-06-25-03",60,60.175,53,16.141
"2019-06-25-04",60,61,53,16.0325
"2019-06-25-05",59.14075,61,53,15.93475
"2019-06-25-06",60,61,52.18325,15.59125
"2019-06-25-07",60,61,52,15.486
"2019-06-25-08",60.01675,61,51.86675,15.428
"2019-06-25-09",60.845,62.84375,53.6,15.5915
"2019-06-25-10",61.80175,63.583,53.72825,15.717
"2019-06-25-11",65.28925,65.28425,56.61675,16.7475
"2019-06-25-12",63.65825,66.46875,54.8665,16.6555
"2019-06-25-13",63,66,53.95,16.51875
"2019-06-25-14",63,66,54,16.7615
"2019-06-25-15",62.33325,66,53.96675,17.065
"2019-06-25-16",62,62.61575,53.98325,17.32775
"2019-06-25-17",61.36675,63.07825,53,17.229
"2019-06-25-18",59.25,62.3125,53,17.495
"2019-06-25-19",59.1875,63,53,17.76
"2019-06-25-20",61,63,53.5,17.9665
"2019-06-25-21",61,63,54,18.17175
"2019-06-25-22",59.25,63,54,18.2885
"2019-06-25-23",60.047,63,54,18.35825
"2019-06-26-00",61,61.469,54,18.42175
"2019-06-26-01",60.98325,62,53.8,18.28575
"2019-06-26-02",60.66675,61.0625,53,17.9665
"2019-06-26-03",60,62,53.03325,17.8825
"2019-06-26-04",60,61.76675,53,17.738
"2019-06-26-05",59.14075,60.125,53,17.607
"2019-06-26-06",58.2345,61,53,17.5015
"2019-06-26-07",60.05,61,52.38325,17.21125
"2019-06-26-08",62.7625,62.68325,53.5165,17.157
"2019-06-26-09",64.59025,64.379,54.63325,17.2935
"2019-06-26-10",64.27625,64.8125,53.383,17.29
"2019-06-26-11",62.61525,63.54175,51.89975,17.0325
"2019-06-26-12",60.98325,61.95,51.5335,16.996
"2019-06-26-13",61.04275,62.26675,51.06675,17.38075
"2019-06-26-14",61.14375,61.122,53.34975,17.75275
"2019-06-26-15",59.64375,60.5095,52,17.7685
"2019-06-26-16",59.775,62,52,18.04775
"2019-06-26-17",61,61.8125,52.3165,18.51075
"2019-06-26-18",61.247,63,53,18.9935
"2019-06-26-19",61.03325,63.0295,53,19.25575
"2019-06-26-20",61.2335,63.63325,53.7665,19.6395
"2019-06-26-21",59.32825,62,52.3,19.13
"2019-06-26-22",58.00125,61.68325,52.3,19.1265
"2019-06-26-23",60,62,53,19.305
"2019-06-27-00",60,62,53,19.292
"2019-06-27-01",59.3295,61.58325,52.98325,19.246
"2019-06-27-02",58,60.125,52.06675,18.85425
"2019-06-27-03",56.344,61,52,18.74
"2019-06-27-04",57.172,60.07825,51.36675,18.39075
"2019-06-27-05",57.072,58.0415,51,18.12675
"2019-06-27-06",57.0395,58.1835,50.2835,17.7485
"2019-06-27-07",58,58,50,17.55325
"2019-06-27-08",59.875,59.3875,50.6,17.39375
"2019-06-27-09",61.0905,60.0085,51.1,17.0365
"2019-06-27-10",59.76275,58.35425,49.2,16.5495
"2019-06-27-11",54.57925,54.48325,44.45,15.2385
"2019-06-27-12",55.18325,55.90325,46.2165,16.0555
"2019-06-27-13",56.73325,57.922,47.85,16.805
"2019-06-27-14",56.93325,58.05875,47.96675,17.06925
"2019-06-27-15",57,58.50225,48.03325,17.40175
"2019-06-27-16",57,59.1095,48.5,17.887
"2019-06-27-17",56.78325,59.1,49,18.30825
"2019-06-27-18",56,58,48.45,18.2685
"2019-06-27-19",56.53325,57.71425,49.33325,18.79475
"2019-06-27-20",57.51675,60.93325,50.8,19.48625
"2019-06-27-21",58,61,51.46675,19.736
"2019-06-27-22",58,60.76675,51.9,19.88975
"2019-06-27-23",58,60,51.85,19.87575
"2019-06-28-00",57.18325,60,51,19.5285
"2019-06-28-01",56.71675,59.125,50.4,19.208
"2019-06-28-02",56,58,49.76675,18.874
"2019-06-28-03",55.96875,57.11675,49,18.49
"2019-06-28-04",55.6,56.56875,48.98325,18.41975
"2019-06-28-05",55,55.122,48.06675,17.95925
"2019-06-28-06",55,55.25,48,17.766
"2019-06-28-07",55.07625,53.4575,47.05,16.6895
"2019-06-28-08",56.6065,54.84575,48.2,16.41075
"2019-06-28-09",55.26325,54.2935,46.69975,15.6035
"2019-06-28-10",53.7255,51.54325,44.55,14.77725
"2019-06-28-11",56.16375,54.4865,46.86675,15.956
"2019-06-28-12",56.7055,55.625,47.98325,16.828
"2019-06-28-13",56,57,48,17.1815
"2019-06-28-14",56,57,48,17.36725
"2019-06-28-15",56,57,48,17.5395
"2019-06-28-16",56,57,48.01675,17.81925
"2019-06-28-17",56,56.95525,48.4835,18.2125
"2019-06-28-18",56,58,48.75,18.51575
"2019-06-28-19",56,58,49,18.8765
"2019-06-28-20",56,58,49.51675,19.26725
"2019-06-28-21",56,57.172,50,19.57175
"2019-06-28-22",56,58.285,50,19.67575
"2019-06-28-23",56,58.59475,50,19.74325
"2019-06-29-00",56,58,50,19.78
"2019-06-29-01",56,58,50,19.69825
"2019-06-29-02",56,58,50,19.66725
"2019-06-29-03",56,58,50,19.54
"2019-06-29-04",56,58,50,19.31
"2019-06-29-05",56,58,50,19.18325
"2019-06-29-06",56,57.367,49.65,18.92275
"2019-06-29-07",56,57.75,49,18.55325
"2019-06-29-08",56.66675,57.6,48.95,18.44725
"2019-06-29-09",56.01775,57.01675,48.08325,18.151
"2019-06-29-10",56,57,48,18.11175
"2019-06-29-11",56.3835,57.55,48,18.1
"2019-06-29-12",57,57.172,48,18.11
"2019-06-29-13",57,57.172,48,18.20725
"2019-06-29-14",57,58,48.25,18.41625
"2019-06-29-15",57,58.85725,49,18.84675
"2019-06-29-16",57,59.14075,49,19.1185
"2019-06-29-17",57,60,49,19.38175
"2019-06-29-18",57,59.20325,48.98325,19.587
"2019-06-29-19",57,60,49,19.69
"2019-06-29-20",57,60,49.5655,20
"2019-06-29-21",57,60,50,20.28175
"2019-06-29-22",57,60,50,20.3365
"2019-06-29-23",57,60,50,20.41
"2019-06-30-00",56.9,60,50,20.32025
"2019-06-30-01",56,59.27075,50,20.257
"2019-06-30-02",56,58,50,20.13025
"2019-06-30-03",56,58,50,20.02
"2019-06-30-04",56,58,49.7,19.85325
"2019-06-30-05",56.38325,58,49.01675,19.50175
"2019-06-30-06",56.59975,58,49,19.31675
"2019-06-30-07",57,58,49,19.21675
"2019-06-30-08",57,58,49,19.18
"2019-06-30-09",57,58,48.48325,18.972
"2019-06-30-10",57,58,48,18.6
"2019-06-30-11",57,58.7455,48,18.7365
"2019-06-30-12",57.05,60,48,18.80175
"2019-06-30-13",57.1835,59.14075,48.0835,19.007
"2019-06-30-14",57.01675,60,49,19.4385
"2019-06-30-15",57,60,49,19.58275
"2019-06-30-16",57,59.14075,49,19.70825
"2019-06-30-17",57.23325,60,49,19.892
"2019-06-30-18",57,59.14075,49,20.22375
"2019-06-30-19",56.573,59.25,47.64975,19.83825
"2019-06-30-20",54.36375,57.172,47.2,19.569
"2019-06-30-21",55,58,48,19.8965
"2019-06-30-22",55,58,48.55,20.0215
"2019-06-30-23",54.3,57.63325,48.2,19.69325
"2019-07-01-00",54,57,48,19.46
"2019-07-01-01",54,56.6665,48,19.315
"2019-07-01-02",54.03325,54.4065,47.96675,19.1365
"2019-07-01-03",54.7835,56,47.03325,18.6685
"2019-07-01-04",55,53.6445,47,18.47825
"2019-07-01-05",55,56.01675,47,18.22625
"2019-07-01-06",55,56.51675,46.08325,17.6875
"2019-07-01-07",55,56.8165,46,17.4755
"2019-07-01-08",51.41475,53.255,42.49975,15.527
"2019-07-01-09",51.30975,51.2155,41.475,14.309
"2019-07-01-10",50.58025,50.489,40.48325,13.75975
"2019-07-01-11",51.2905,50.60825,41.52025,14.269
"2019-07-01-12",51.73675,52.15625,42,14.8245
"2019-07-01-13",53.08325,53.48325,42.73225,15.2415
"2019-07-01-14",54,52.55875,43,15.49175
"2019-07-01-15",54.5165,55.22,44.5165,16.2115
"2019-07-01-16",55,56.4075,45.524,17.34625
"2019-07-01-17",54.35,56.7435,47.4835,16.972
"2019-07-01-18",54,55.20325,45.13325,16.016
"2019-07-01-19",54.31675,56,46,16.40925
"2019-07-01-20",55,56,46.7,16.63075
"2019-07-01-21",54.18325,55.20325,46.9,16.60275
"2019-07-01-22",54,56,47,16.62925
"2019-07-01-23",54,55.20325,47,16.56725
"2019-07-02-00",54,56,47,16.425
"2019-07-02-01",53.2345,56,47,16.27075
"2019-07-02-02",54,55.20325,47,16.104
"2019-07-02-03",53.2345,55.20325,46.18325,15.74025
"2019-07-02-04",54.33325,56,46,15.54875
"2019-07-02-05",55,55.20325,46,15.38975
"2019-07-02-06",55,56,46,15.22
"2019-07-02-07",50.772,51.29375,41.7335,12.26325
"2019-07-02-08",52.03625,51.91325,42.8,12.6225
"2019-07-02-09",51.139,52.2815,42.51675,13.17025
"2019-07-02-10",53,54,43,13.32
"2019-07-02-11",53.06675,54.45,43,13.32125
"2019-07-02-12",54,55,43.78325,13.5955
"2019-07-02-13",54.78125,55.83325,44.75,13.8675
"2019-07-02-14",55.01675,56.9,45.6665,14.30425
"2019-07-02-15",55,56.28125,46,14.68675
"2019-07-02-16",54.21875,56.1875,45.55,14.85425
"2019-07-02-17",55,57,46,15.076
"2019-07-02-18",55,55.4705,46.25,15.237
"2019-07-02-19",55.28325,56.1875,47,15.534
"2019-07-02-20",55.45,57,47,15.53
"2019-07-02-21",54.4,56.7,46.3,15.2735
"2019-07-02-22",53.2345,56,46.08325,15.16075
"2019-07-02-23",54,54.4065,47,15.39125
"2019-07-03-00",54,55.20325,47,15.29725
"2019-07-03-01",54,55.20325,47,15.19475
"2019-07-03-02",54.11675,56,46.95,15.09525
"2019-07-03-03",55,55.20325,46,14.704
"2019-07-03-04",55,56,46,14.5145
"2019-07-03-05",55,55.20325,46,14.3565
"2019-07-03-06",55,55.20325,46,14.20175
"2019-07-03-07",49.88325,50.79025,41.45,11.72775
"2019-07-03-08",51.61575,51.2915,42.45025,11.53775
"2019-07-03-09",53.46425,52.1655,44.01675,11.9735
"2019-07-03-10",54.66275,53.6845,45.98325,12.50625
"2019-07-03-11",55.30975,54.683,45.79975,12.73825
"2019-07-03-12",53.2335,54,44.03325,12.65475
"2019-07-03-13",53.73325,53.03425,44.28325,12.8745
"2019-07-03-14",54,54.21875,45,13.22575
"2019-07-03-15",54,55,45,13.36575
"2019-07-03-16",54,55,45.73325,13.78375
"2019-07-03-17",54,55.95,46,14.08625
"2019-07-03-18",54,56,46.01675,14.266
"2019-07-03-19",52.719,54.5,47,14.75375
"2019-07-03-20",55,56,47,14.79475
"2019-07-03-21",54.66675,56,47,14.8
"2019-07-03-22",54,55.20325,47.13325,14.86875
"2019-07-03-23",54,55.20325,47.59975,14.99
"2019-07-04-00",54,56,48,15.05525
"2019-07-04-01",53.2345,55.20325,48,15.0075
"2019-07-04-02",54.58325,56,48,14.914
"2019-07-04-03",55,56,48,14.822
"2019-07-04-04",55,56,48,14.71125
"2019-07-04-05",54.21875,56,47.8,14.6065
"2019-07-04-06",55,56,47,14.26875
"2019-07-04-07",55,56,47,14.182
"2019-07-04-08",55.9835,56.4835,47.55,14.05425
"2019-07-04-09",59.67725,57.53325,49.91675,13.79075
"2019-07-04-10",58.633,58.25,49.8,14.094
"2019-07-04-11",57.7015,59.0475,49.26675,14.4135
"2019-07-04-12",56.1765,58.0995,48.8,14.444
"2019-07-04-13",57.05,60,49.06675,14.82075
"2019-07-04-14",57,60.9,49.46675,15.154
"2019-07-04-15",55.375,61.01675,50,15.54725
"2019-07-04-16",57.51675,61.21675,50.39975,16.1765
"2019-07-04-17",57.16675,60.125,48.7665,15.88075
"2019-07-04-18",56.03325,60.07825,49.01675,16.15475
"2019-07-04-19",56,60,49.21675,16.421
"2019-07-04-20",56.55,60,50,16.751
"2019-07-04-21",55.797,60,50,16.7825
"2019-07-04-22",56,60,50,16.793
"2019-07-04-23",56,59.14075,50,16.7915
"2019-07-05-00",56,57.50525,50,16.7345
"2019-07-05-01",56,58,50,16.6865
"2019-07-05-02",56,58,50,16.5335
"2019-07-05-03",56,58,50,16.353
"2019-07-05-04",56,57.55,50,16.19525
"2019-07-05-05",56,56.1875,49.51675,15.937
"2019-07-05-06",56,57,49,15.618
"2019-07-05-07",56,57.5,49,15.42325
"2019-07-05-08",54.56475,56.12175,47.20025,14.0405
"2019-07-05-09",57.44975,56.3,48.49775,13.95125
"2019-07-05-10",57.3335,56.25,47.4165,13.81775
"2019-07-05-11",55.5835,55.58325,46.83325,14.11325
"2019-07-05-12",56,56.83325,47.16675,14.4185
"2019-07-05-13",56,57,48,14.7765
"2019-07-05-14",56,57,48,14.96325
"2019-07-05-15",56,57.25,48,15.17675
"2019-07-05-16",56,58,48,15.46675
"2019-07-05-17",56,58,48,15.6925
"2019-07-05-18",56,58,48,16.0335
"2019-07-05-19",56,58,48.5,16.44925
"2019-07-05-20",56,58,49,16.615
"2019-07-05-21",56,58,49.5,16.896
"2019-07-05-22",56,58,50,17.0675
"2019-07-05-23",56,58,50,17.06
"2019-07-06-00",56,57.83325,49.58325,16.83325
"2019-07-06-01",55.83325,57,49.5,16.74325
"2019-07-06-02",55.66675,57,49.08325,16.5325
"2019-07-06-03",56,57,49.1665,16.355
"2019-07-06-04",56,57,49,16.1825
"2019-07-06-05",56,57,49,16.0525
"2019-07-06-06",56,57,49,15.88325
"2019-07-06-07",56,57,48.66675,15.74
"2019-07-06-08",56,57,48,15.52
"2019-07-06-09",56,57,48,15.52
"2019-07-06-10",56,57.5,48,15.52
"2019-07-06-11",56,58,48,15.52
"2019-07-06-12",56.25,58,47.5,15.45
"2019-07-06-13",56.75,58,47.91675,15.62925
"2019-07-06-14",56.75025,58,48,15.83325
"2019-07-06-15",57,58,48,15.97575
"2019-07-06-16",56.08325,58,48,16.16
"2019-07-06-17",56,58,48,16.37825
"2019-07-06-18",56.41675,58,48.83325,16.66325
"2019-07-06-19",56.5,58,49,16.765
"2019-07-06-20",56.33325,58,49,16.8325
"2019-07-06-21",56,58,49,16.8175
"2019-07-06-22",56,58,49,16.8175
"2019-07-06-23",56,58,49,16.7725
"2019-07-07-00",55.5,57.41675,49,16.72
"2019-07-07-01",55,57,49,16.675
"2019-07-07-02",55,57,49,16.5475
"2019-07-07-03",55,57,48.58325,16.3025
"2019-07-07-04",55.5,57,48,15.9475
"2019-07-07-05",56,57,48,15.7925
"2019-07-07-06",56,57,48,15.65
"2019-07-07-07",56,57,47.75,15.4775
"2019-07-07-08",56,57,47,15.2
"2019-07-07-09",56,57,47,15.17325
"2019-07-07-10",56,57,47,15.16
"2019-07-07-11",56,57,47,15.17975
"2019-07-07-12",56,57.41675,47,15.2
"2019-07-07-13",56,58,47,15.2
"2019-07-07-14",56.08325,58,47,15.26675
