"Time","Mur_Temp_1_1.mean","Mur_Temp_1_2.mean","Mur_Temp_1_3.mean"
"2019-04-07-03",17.9205,15.7746666666667,13.5563333333333
"2019-04-07-04",17.8654166666667,15.6498333333333,13.443
"2019-04-07-05",17.82075,15.5465,13.3525
"2019-04-07-06",17.7816666666667,15.4511666666667,13.2351666666667
"2019-04-07-07",17.74825,15.366,13.1525
"2019-04-07-08",17.7126666666667,15.2934166666667,13.1041666666667
"2019-04-07-09",17.6811666666667,15.2345,13.1243333333333
"2019-04-07-10",17.6638333333333,15.2043333333333,13.3475833333333
"2019-04-07-11",17.66775,15.2509166666667,13.809
"2019-04-07-12",17.69225,15.3873333333333,14.4613333333333
"2019-04-07-13",17.7516666666667,15.6244166666667,15.248
"2019-04-07-14",17.8325833333333,15.9474166666667,15.9916666666667
"2019-04-07-15",17.9534166666667,16.3058333333333,16.5600833333333
"2019-04-07-16",18.0970833333333,16.65125,16.7985833333333
"2019-04-07-17",18.2744166666667,16.9220833333333,16.9606666666667
"2019-04-07-18",18.4364166666667,17.174,17.3571666666667
"2019-04-07-19",18.51575,17.38625,16.7618333333333
"2019-04-07-20",18.603,17.388,16.085
"2019-04-07-21",18.6519166666667,17.26825,15.6591666666667
"2019-04-07-22",18.6409166666667,17.1176666666667,15.3258333333333
"2019-04-07-23",18.586,16.9569166666667,15.0364166666667
"2019-04-08-00",18.51,16.79225,14.827
"2019-04-08-01",18.4178333333333,16.6366666666667,14.6200833333333
"2019-04-08-02",18.32875,16.4831666666667,14.4516666666667
"2019-04-08-03",18.2445,16.34025,14.3094166666667
"2019-04-08-04",18.1609166666667,16.2081666666667,14.16875
"2019-04-08-05",18.08425,16.0869166666667,14.022
"2019-04-08-06",18.0165833333333,15.9626666666667,13.8189166666667
"2019-04-08-07",17.9556666666667,15.83625,13.7058333333333
"2019-04-08-08",17.9111666666667,15.7315,13.73525
"2019-04-08-09",17.9365,15.6815833333333,13.923
"2019-04-08-10",17.9623333333333,15.702,14.2075
"2019-04-08-11",18.0218333333333,15.7935,14.726
"2019-04-08-12",18.0726666666667,15.9810833333333,15.4234166666667
"2019-04-08-13",18.0809166666667,16.26,16.1678333333333
"2019-04-08-14",18.1516666666667,16.5871666666667,16.8343333333333
"2019-04-08-15",18.3036666666667,16.9201666666667,17.247
"2019-04-08-16",18.495,17.2393333333333,17.679
"2019-04-08-17",18.6525,17.5489166666667,17.9105833333333
"2019-04-08-18",18.8055833333333,17.8113333333333,18.1235
"2019-04-08-19",18.9375833333333,18.0165,17.86
"2019-04-08-20",19.0700833333333,18.0935,17.3323333333333
"2019-04-08-21",19.1675,18.0404166666667,16.72075
"2019-04-08-22",19.2088333333333,17.8953333333333,16.1386666666667
"2019-04-08-23",19.1883333333333,17.6935,15.6220833333333
"2019-04-09-00",19.1143333333333,17.4615833333333,15.1451666666667
"2019-04-09-01",19.0151666666667,17.20875,14.6935
"2019-04-09-02",18.88875,16.9428333333333,14.27675
"2019-04-09-03",18.7383333333333,16.6725,13.8865833333333
"2019-04-09-04",18.5815833333333,16.3984166666667,13.53425
"2019-04-09-05",18.4199166666667,16.1339166666667,13.2393333333333
"2019-04-09-06",18.26175,15.8826666666667,12.9291666666667
"2019-04-09-07",18.1014166666667,15.6361666666667,12.6380833333333
"2019-04-09-08",17.9440833333333,15.4028333333333,12.55075
"2019-04-09-09",17.8405,15.2380833333333,12.8821666666667
"2019-04-09-10",17.7695833333333,15.2073333333333,13.4431666666667
"2019-04-09-11",17.72825,15.315,14.2151666666667
"2019-04-09-12",17.74075,15.545,15.1103333333333
"2019-04-09-13",17.76925,15.8779166666667,16.0125
"2019-04-09-14",17.9005,16.2785,16.90975
"2019-04-09-15",18.12275,16.7385833333333,17.815
"2019-04-09-16",18.4145,17.246,18.6631666666667
"2019-04-09-17",18.6861666666667,17.7800833333333,19.2605833333333
"2019-04-09-18",18.89875,18.227,18.98925
"2019-04-09-19",19.1225833333333,18.4635833333333,18.5756666666667
"2019-04-09-20",19.2958333333333,18.5456666666667,17.9731666666667
"2019-04-09-21",19.4096666666667,18.4935833333333,17.4286666666667
"2019-04-09-22",19.45775,18.366,16.9159166666667
"2019-04-09-23",19.4423333333333,18.1969166666667,16.5474166666667
"2019-04-10-00",19.38175,18.0163333333333,16.2276666666667
"2019-04-10-01",19.2934166666667,17.8305833333333,15.9615833333333
"2019-04-10-02",19.1905,17.6491666666667,15.73875
"2019-04-10-03",19.087,17.4749166666667,15.51975
"2019-04-10-04",18.98225,17.2995833333333,15.276
"2019-04-10-05",18.8830833333333,17.1293333333333,15.1038333333333
"2019-04-10-06",18.7861666666667,16.9758333333333,14.9565833333333
"2019-04-10-07",18.6920833333333,16.8306666666667,14.8033333333333
"2019-04-10-08",18.6354166666667,16.701,14.7421666666667
"2019-04-10-09",18.64225,16.61325,14.9080833333333
"2019-04-10-10",18.6419166666667,16.6076666666667,15.2341666666667
"2019-04-10-11",18.6574166666667,16.68525,15.644
"2019-04-10-12",18.6445,16.8221666666667,16.1299166666667
"2019-04-10-13",18.5843333333333,17.0129166666667,16.7455833333333
"2019-04-10-14",18.5729166666667,17.2531666666667,17.42275
"2019-04-10-15",18.6276666666667,17.5315,18.05675
"2019-04-10-16",18.70175,17.8315,18.3189166666667
"2019-04-10-17",18.8046666666667,18.055,18.0664166666667
"2019-04-10-18",18.9204166666667,18.1388333333333,17.7064166666667
"2019-04-10-19",19.0091666666667,18.1343333333333,17.3950833333333
"2019-04-10-20",19.0598333333333,18.0724166666667,16.9078333333333
"2019-04-10-21",19.0708333333333,17.9435,16.5448333333333
"2019-04-10-22",19.0349166666667,17.79475,16.28875
"2019-04-10-23",18.9759166666667,17.6474166666667,16.0944166666667
"2019-04-11-00",18.906,17.5100833333333,15.9075
"2019-04-11-01",18.8306666666667,17.3735833333333,15.7444166666667
"2019-04-11-02",18.7539166666667,17.24275,15.5538333333333
"2019-04-11-03",18.6854166666667,17.1116666666667,15.4078333333333
"2019-04-11-04",18.6184166666667,16.9888333333333,15.1805833333333
"2019-04-11-05",18.5484166666667,16.8454166666667,14.8920833333333
"2019-04-11-06",18.4674166666667,16.6925,14.7194166666667
"2019-04-11-07",18.3865,16.5515833333333,14.64175
"2019-04-11-08",18.3148333333333,16.4413333333333,14.6205
"2019-04-11-09",18.3044166666667,16.366,14.7275833333333
"2019-04-11-10",18.3430833333333,16.3460833333333,14.90825
"2019-04-11-11",18.3968333333333,16.3975833333333,15.1966666666667
"2019-04-11-12",18.3955833333333,16.4883333333333,15.3380833333333
"2019-04-11-13",18.4285833333333,16.57375,15.5161666666667
"2019-04-11-14",18.4935833333333,16.689,15.9773333333333
"2019-04-11-15",18.5634166666667,16.8514166666667,16.0628333333333
"2019-04-11-16",18.6661666666667,16.9929166666667,16.4343333333333
"2019-04-11-17",18.6748333333333,17.16525,16.5246666666667
"2019-04-11-18",18.69775,17.2771666666667,16.45875
"2019-04-11-19",18.7390833333333,17.327,16.324
"2019-04-11-20",18.7845,17.3335833333333,16.17825
"2019-04-11-21",18.8213333333333,17.3166666666667,16.0560833333333
"2019-04-11-22",18.8355833333333,17.2880833333333,15.9535
"2019-04-11-23",18.8330833333333,17.2474166666667,15.85625
"2019-04-12-00",18.8201666666667,17.2075,15.765
"2019-04-12-01",18.8000833333333,17.1579166666667,15.6815
"2019-04-12-02",18.7766666666667,17.1056666666667,15.5854166666667
"2019-04-12-03",18.7449166666667,17.04875,15.45875
"2019-04-12-04",18.7048333333333,16.9803333333333,15.3343333333333
"2019-04-12-05",18.6644166666667,16.9085833333333,15.2283333333333
"2019-04-12-06",18.6243333333333,16.8315,15.0975
"2019-04-12-07",18.5835,16.7501666666667,14.9545
"2019-04-12-08",18.57375,16.6664166666667,14.8608333333333
"2019-04-12-09",18.6096666666667,16.6001666666667,14.9048333333333
"2019-04-12-10",18.51125,16.58225,15.1299166666667
"2019-04-12-11",18.5938333333333,16.6171666666667,15.4583333333333
"2019-04-12-12",18.60825,16.7230833333333,15.92125
"2019-04-12-13",18.5758333333333,16.9044166666667,16.64975
"2019-04-12-14",18.5644166666667,17.1629166666667,17.3353333333333
"2019-04-12-15",18.63075,17.45725,18.0031666666667
"2019-04-12-16",18.7656666666667,17.7965833333333,18.6365
"2019-04-12-17",18.8995833333333,18.1313333333333,18.7254166666667
"2019-04-12-18",19.042,18.35625,18.5078333333333
"2019-04-12-19",19.1703333333333,18.46075,18.1138333333333
"2019-04-12-20",19.2574166666667,18.4473333333333,17.53575
"2019-04-12-21",19.3010833333333,18.3325,17.0064166666667
"2019-04-12-22",19.2883333333333,18.1596666666667,16.519
"2019-04-12-23",19.2194166666667,17.94825,16.017
"2019-04-13-00",19.1139166666667,17.7010833333333,15.5124166666667
"2019-04-13-01",18.98175,17.4259166666667,15.0411666666667
"2019-04-13-02",18.8380833333333,17.1383333333333,14.6006666666667
"2019-04-13-03",18.6833333333333,16.8443333333333,14.17
"2019-04-13-04",18.5248333333333,16.5493333333333,13.7705
"2019-04-13-05",18.361,16.2584166666667,13.3828333333333
"2019-04-13-06",18.20675,15.9738333333333,13.0638333333333
"2019-04-13-07",18.0576666666667,15.7095833333333,12.79925
"2019-04-13-08",17.928,15.4769166666667,12.7633333333333
"2019-04-13-09",17.8195833333333,15.3245833333333,13.0125
"2019-04-13-10",17.74425,15.27725,13.473
"2019-04-13-11",17.7154166666667,15.3515,14.1629166666667
"2019-04-13-12",17.72525,15.5415,14.87325
"2019-04-13-13",17.7716666666667,15.8113333333333,15.52775
"2019-04-13-14",17.8501666666667,16.1145,16.09525
"2019-04-13-15",17.983,16.43075,16.6
"2019-04-13-16",18.1379166666667,16.7495833333333,17.0536666666667
"2019-04-13-17",18.3061666666667,17.0645,17.477
"2019-04-13-18",18.4559166666667,17.3645833333333,17.6356666666667
"2019-04-13-19",18.5588333333333,17.5774166666667,17.29725
"2019-04-13-20",18.63575,17.6261666666667,16.5479166666667
"2019-04-13-21",18.677,17.5026666666667,15.7881666666667
"2019-04-13-22",18.6606666666667,17.2795833333333,15.2378333333333
"2019-04-13-23",18.5831666666667,17.0315,14.8008333333333
"2019-04-14-00",18.4673333333333,16.7746666666667,14.3493333333333
"2019-04-14-01",18.3384166666667,16.5023333333333,13.8820833333333
"2019-04-14-02",18.19575,16.2175,13.44075
"2019-04-14-03",18.0475833333333,15.92525,12.9945
"2019-04-14-04",17.8899166666667,15.6296666666667,12.6083333333333
"2019-04-14-05",17.7295833333333,15.3403333333333,12.2215
"2019-04-14-06",17.5725833333333,15.0576666666667,11.92325
"2019-04-14-07",17.43475,14.8038333333333,11.7279166666667
"2019-04-14-08",17.3181666666667,14.5926666666667,11.7579166666667
"2019-04-14-09",17.2179166666667,14.4765,12.1606666666667
"2019-04-14-10",17.1589166666667,14.4781666666667,12.5709166666667
"2019-04-14-11",17.1506666666667,14.5613333333333,13.0436666666667
"2019-04-14-12",17.1845833333333,14.7223333333333,13.628
"2019-04-14-13",17.2359166666667,14.9461666666667,14.1565833333333
"2019-04-14-14",17.3194166666667,15.2015,14.6778333333333
"2019-04-14-15",17.4330833333333,15.48625,15.3105833333333
"2019-04-14-16",17.568,15.8208333333333,16.076
"2019-04-14-17",17.7481666666667,16.205,16.6934166666667
"2019-04-14-18",17.9213333333333,16.5909166666667,17.00375
"2019-04-14-19",18.0545833333333,16.89,16.7054166666667
"2019-04-14-20",18.15875,16.9860833333333,15.80225
"2019-04-14-21",18.2295,16.873,15.0908333333333
"2019-04-14-22",18.23125,16.6725,14.56825
"2019-04-14-23",18.1670833333333,16.4451666666667,14.13925
"2019-04-15-00",18.0710833333333,16.206,13.7033333333333
"2019-04-15-01",17.956,15.9525833333333,13.28575
"2019-04-15-02",17.8261666666667,15.6895,12.8603333333333
"2019-04-15-03",17.69325,15.41875,12.4588333333333
"2019-04-15-04",17.5510833333333,15.1456666666667,12.0739166666667
"2019-04-15-05",17.4148333333333,14.8746666666667,11.6808333333333
"2019-04-15-06",17.27875,14.6055,11.3236666666667
"2019-04-15-07",17.16425,14.3439166666667,11.0330833333333
"2019-04-15-08",17.0516666666667,14.1200833333333,11.1328333333333
"2019-04-15-09",16.9719166666667,14.0091666666667,11.5603333333333
"2019-04-15-10",16.9476666666667,14.02825,12.0195833333333
"2019-04-15-11",16.9685833333333,14.1516666666667,12.7273333333333
"2019-04-15-12",17.0225,14.39325,13.6090833333333
"2019-04-15-13",17.1225833333333,14.7426666666667,14.53325
"2019-04-15-14",17.2313333333333,15.16975,15.50475
"2019-04-15-15",17.4059166666667,15.6549166666667,16.4903333333333
"2019-04-15-16",17.63575,16.19025,17.47125
"2019-04-15-17",17.88725,16.7539166666667,18.2300833333333
"2019-04-15-18",18.1536666666667,17.2769166666667,18.5439166666667
"2019-04-15-19",18.3798333333333,17.6729166666667,18.2811666666667
"2019-04-15-20",18.594,17.877,17.81125
"2019-04-15-21",18.7645833333333,17.9341666666667,17.3441666666667
"2019-04-15-22",18.87225,17.9006666666667,16.97375
"2019-04-15-23",18.9215833333333,17.8253333333333,16.6218333333333
"2019-04-16-00",18.918,17.71475,16.3211666666667
"2019-04-16-01",18.8764166666667,17.58375,16.0925
"2019-04-16-02",18.8185,17.454,15.8651666666667
"2019-04-16-03",18.73975,17.3150833333333,15.6668333333333
"2019-04-16-04",18.654,17.1784166666667,15.47875
"2019-04-16-05",18.56975,17.0390833333333,15.3423333333333
"2019-04-16-06",18.4905,16.9159166666667,15.23725
"2019-04-16-07",18.42125,16.80325,15.1194166666667
"2019-04-16-08",18.366,16.70125,15.0800833333333
"2019-04-16-09",18.3539166666667,16.6336666666667,15.2421666666667
"2019-04-16-10",18.581,16.64525,15.68775
"2019-04-16-11",18.9004166666667,16.81,16.18125
"2019-04-16-12",19.1911666666667,17.0671666666667,16.6450833333333
"2019-04-16-13",19.3566666666667,17.3909166666667,17.3549166666667
"2019-04-16-14",19.2885,17.7483333333333,17.9129166666667
"2019-04-16-15",19.5208333333333,18.07175,18.36675
"2019-04-16-16",19.8586666666667,18.4093333333333,18.8031666666667
"2019-04-16-17",20.1729166666667,18.75575,18.9850833333333
"2019-04-16-18",20.4846666666667,19.0435,19.0059166666667
"2019-04-16-19",20.75475,19.2890833333333,19.0769166666667
"2019-04-16-20",20.9645833333333,19.4684166666667,18.6663333333333
"2019-04-16-21",21.1371666666667,19.5265,18.33025
"2019-04-16-22",21.25325,19.5251666666667,18.0784166666667
"2019-04-16-23",21.324,19.4920833333333,17.7978333333333
"2019-04-17-00",21.3521666666667,19.4203333333333,17.4024166666667
"2019-04-17-01",21.3461666666667,19.29625,17.0141666666667
"2019-04-17-02",21.3045833333333,19.1425833333333,16.7683333333333
"2019-04-17-03",21.23,18.99325,16.5804166666667
"2019-04-17-04",21.1460833333333,18.8569166666667,16.4688333333333
"2019-04-17-05",21.0538333333333,18.7324166666667,16.315
"2019-04-17-06",20.9645,18.6015833333333,15.9911666666667
"2019-04-17-07",20.8773333333333,18.4349166666667,15.6860833333333
"2019-04-17-08",20.788,18.2666666666667,15.71125
