"Time","CO2_Interieur_Sud.mean","CO2_Interieur_Nord.mean","CO2_E4000.mean","COV_E4000.mean  x100"
"2020-04-29-06",309.5065,281.43975,343.9735,11
"2020-04-29-07",313.12,282.45325,343.18675,11
"2020-04-29-08",309.50675,283.58675,335.2665,11.1665
"2020-04-29-09",311.4535,280.69325,338.99975,11.49975
"2020-04-29-10",314.0935,284.6265,340.71975,8.5835
"2020-04-29-11",311.4265,280.58675,333.06675,8.1665
"2020-04-29-12",309.8665,279.45325,333.08,9.5
"2020-04-29-13",312.12,281.61325,330.00025,9.91675
"2020-04-29-14",315.52,283.2,332.8,10.1665
"2020-04-29-15",315.64,280.10675,331.65325,10.25
"2020-04-29-16",313.6135,277.34675,332.0665,10.08325
"2020-04-29-17",313.10675,278.3465,335.6265,10
"2020-04-29-18",312.5465,279.6935,333.12,10
"2020-04-29-19",318.94675,281.32,333.293,10.58325
"2020-04-29-20",323.11975,285.83975,343.5735,11
"2020-04-29-21",328.16,292.68,345.49325,11
"2020-04-29-22",338.76,298.28025,356.08,11.1665
"2020-04-29-23",343.76,304.8535,354.90675,11.41675
"2020-04-30-00",347.38675,308.93325,364.24,11.49975
"2020-04-30-01",350.02675,317.693,364.61325,11.4165
"2020-04-30-02",351.46675,315.5335,369.7065,11.41675
"2020-04-30-03",352.5335,316.77325,374.69325,11.25
"2020-04-30-04",352.29325,318.5065,375.81325,11
"2020-04-30-05",350.26675,317.10675,373.25325,11
"2020-04-30-06",349.14675,316.79975,368.24,11
"2020-04-30-07",349.38675,315.44,361.33325,11
"2020-04-30-08",346,315.3465,371.28,11
"2020-04-30-09",344.96,314.68,365.0665,11
"2020-04-30-10",340.9865,313.67975,362.6135,11
"2020-04-30-11",337.9465,309.69325,361.81325,11
"2020-04-30-12",334.18675,305.26675,362.50675,11.1665
"2020-04-30-13",332.6135,302.6,360.90675,11.75025
"2020-04-30-14",333.01325,300.84025,356.79975,12
"2020-04-30-15",329.34675,296.09325,349.81325,11
"2020-04-30-16",325.42675,293.52,355.27975,9
"2020-04-30-17",323.3465,291.36,349.5735,9
"2020-04-30-18",323.82675,290.36,353.6,9
"2020-04-30-19",321.1865,289.54675,341.28,9
"2020-04-30-20",319.4665,290.18675,339.6935,9
"2020-04-30-21",319.3465,288.85325,341.70675,9
"2020-04-30-22",320.6,288.4665,344.88,9
"2020-04-30-23",322.0135,292.28025,343.9735,9
"2020-05-01-00",322.28,290.02675,343.44,9
"2020-05-01-01",323.9335,290.85325,350.17325,9
"2020-05-01-02",325.9335,293.45325,348.05325,9
"2020-05-01-03",327.6665,294.26675,350.42675,9
"2020-05-01-04",324.93325,297.3735,351.49325,9
"2020-05-01-05",325.6,297.6,350.7465,8.5
"2020-05-01-06",323.6,296.44,349.62675,8.8335
"2020-05-01-07",323.9865,296.60025,348.77325,8.5
"2020-05-01-08",326.74675,296.86675,346.56025,8.08325
"2020-05-01-09",326.76,295.01325,347.1735,8
"2020-05-01-10",325.90675,297.7865,349.7335,7.91675
"2020-05-01-11",320.18675,291.94675,346,7.83325
"2020-05-01-12",321.42675,295.5335,347.9465,7.8335
"2020-05-01-13",319.62675,291.68,344.3335,7.4165
"2020-05-01-14",317.933,289.01325,340.90675,7.8335
"2020-05-01-15",317.2,285.28,334.56,7.33325
"2020-05-01-16",317.6265,288.0135,338.0665,7.16675
"2020-05-01-17",315.37325,286.86675,330.82675,7.08325
"2020-05-01-18",317.35975,284.68,334.8265,7
"2020-05-01-19",315.7735,286.12,336.02675,7.08325
"2020-05-01-20",316.96,286.04,333.17325,7.08325
"2020-05-01-21",316.10675,285.13325,335.16025,7.41675
"2020-05-01-22",318.21325,287.12,334.9335,7.16675
"2020-05-01-23",316.12,287.17325,334.58675,7.33325
"2020-05-02-00",318.2535,281.86675,336.0535,7.5
"2020-05-02-01",314.85325,287.2,332.8,7.5
"2020-05-02-02",314.69325,285.0935,331.8,7.58325
"2020-05-02-03",316.28,284.01325,338.93325,7.58325
"2020-05-02-04",315.44,283.4535,333.80025,7.83325
"2020-05-02-05",315.69325,284.84,335.0665,7.91675
"2020-05-02-06",314.76,284.52,336.40025,8
"2020-05-02-07",316.61325,284.80025,330.70675,8
"2020-05-02-08",312.6135,285.77325,334.56,8.4165
"2020-05-02-09",314.53325,284.28,329.08,8
"2020-05-02-10",316.43975,285.19975,332.61325,8.33325
"2020-05-02-11",313.84,282.36,331.92,8.08325
"2020-05-02-12",314.4265,280.4535,330.4665,8
"2020-05-02-13",310.4265,281.62675,330.1865,8.25
"2020-05-02-14",307.18675,277.8265,327.22675,9.16675
"2020-05-02-15",310.4135,279.61325,325.8,10
"2020-05-02-16",309.52,278.43975,324.57325,10
"2020-05-02-17",311.18675,281.2665,330.57325,10.58325
"2020-05-02-18",312.52,280.1865,327.98675,11
"2020-05-02-19",314.6,284.50675,333.61325,11
"2020-05-02-20",318.5065,282.61325,332.29325,11
"2020-05-02-21",315.3065,286.3465,329.64,10.25
"2020-05-02-22",319.42675,286.9465,337.14675,10.66675
"2020-05-02-23",320.18675,285.88,338.5735,10.91675
"2020-05-03-00",319.92,286.6,336.2,11
"2020-05-03-01",319.69325,288.37325,337.72,11
"2020-05-03-02",319.68,287.86675,333.58675,10.3335
"2020-05-03-03",320.01325,287.7735,335.7465,10
"2020-05-03-04",319.2665,288.7865,341,9.25
"2020-05-03-05",318.36,288.8665,335.51975,9
"2020-05-03-06",317.95975,290.18675,337.50675,8.91675
"2020-05-03-07",321.42675,289.61325,333.38675,8.75
"2020-05-03-08",318.26675,288.1865,333.06675,8.8335
"2020-05-03-09",313.43975,284.86675,334.0535,9
"2020-05-03-10",310.9335,283,334.4,8.91675
"2020-05-03-11",313.52,282.947,328.30675,9
"2020-05-03-12",309.173,277.21325,329.24,9
"2020-05-03-13",309,278.42675,321.827,9.08325
"2020-05-03-14",308.18675,278.93325,322.1335,9.6665
"2020-05-03-15",306.94675,274.7735,323.4665,9.8335
"2020-05-03-16",311.61325,278.53325,318.893,9.83325
"2020-05-03-17",309.6135,281.2665,334.5735,10
"2020-05-03-18",315.1735,281.6135,329.3065,10.33325
"2020-05-03-19",323.88,286.267,334.46675,11
"2020-05-03-20",323.01325,287.93325,339.96,11
"2020-05-03-21",326.02675,292.0935,343.5865,11
"2020-05-03-22",333.0935,298.26675,356.40025,11.3335
"2020-05-03-23",339.76,301.093,354.93325,11.08325
"2020-05-04-00",346.56,308.44,364.26675,11
"2020-05-04-01",349.6535,312.85325,365.2,11
"2020-05-04-02",352.6935,314.96,369.04,11
"2020-05-04-03",352.0535,321.0135,374.16,11
"2020-05-04-04",351.35975,320.267,372.2935,11
"2020-05-04-05",351.70675,324.69325,375.30675,10.75
"2020-05-04-06",352.69325,324.9335,378.13325,10.1665
"2020-05-04-07",350.82675,320.76,369.46675,10
"2020-05-04-08",346.5865,323.49325,374.8,10
"2020-05-04-09",346.37325,315.2,364.71975,10
"2020-05-04-10",341.1465,310.94675,363.04,10
"2020-05-04-11",334.85325,305.76,362,9.58325
"2020-05-04-12",333.44,303.52,349.56,10
"2020-05-04-13",328.65325,297.94675,344.9335,10
"2020-05-04-14",327.17325,296.9465,343.36,10.08325
"2020-05-04-15",327.4,294.09325,340.93325,10.1665
"2020-05-04-16",330.46675,298.94675,342.55975,10
"2020-05-04-17",332.85325,298.44,348.74675,10
"2020-05-04-18",332.94675,301.70675,356.8535,10
"2020-05-04-19",338,307.20025,366.58675,10.16675
"2020-05-04-20",345.76,314.2,366.21325,11
"2020-05-04-21",353.17325,317.2665,372.64025,10.33325
"2020-05-04-22",358.107,324.28,391.20025,10.91675
"2020-05-04-23",367.20025,332.627,387.83975,11
"2020-05-05-00",371.7065,340.7465,396.3735,11.33325
"2020-05-05-01",375.7865,343.94675,406.3735,11.8335
"2020-05-05-02",384.69325,348.18675,405.0135,11.66675
"2020-05-05-03",382.85325,351.4135,405.3865,11
"2020-05-05-04",381.65325,349.22675,401.4665,10.83325
"2020-05-05-05",379.787,345.25325,400.96025,10.58325
"2020-05-05-06",376.1865,345.11975,399.73325,11
"2020-05-05-07",373.70675,342.56,400.16,11
"2020-05-05-08",371.52025,341.86675,396.2135,11
"2020-05-05-09",367.3865,337.22675,389.30675,11
"2020-05-05-10",361.46675,342.6,390.90675,9.1665
"2020-05-05-11",366.08,338.2935,386.8265,8.08325
"2020-05-05-12",363.06675,333.387,384.61325,9.08325
"2020-05-05-13",361.78675,329.46675,379.8135,9.91675
"2020-05-05-14",362.26675,330.28,378.74675,10
"2020-05-05-15",360.58675,332.14675,381.8665,10.24975
"2020-05-05-16",364.85325,332.86675,382.2935,10
"2020-05-05-17",365.5465,334.34675,383.81325,10.25
"2020-05-05-18",367.38675,338.04,390.63975,10.91675
"2020-05-05-19",369.12,341.208666666667,393.635666666667,11
"2020-05-05-20",375.627,340.3465,401.52,11
"2020-05-05-21",379.09325,343.38675,402.4,10.41675
"2020-05-05-22",379.84,348.4535,405.5735,10.24975
"2020-05-05-23",378.64,345.84,402.987,10
"2020-05-06-00",380.32,347.8135,407.43975,10
"2020-05-06-01",382.31975,350.4,408.42675,10
"2020-05-06-02",380.05325,348.34675,398.88,10
"2020-05-06-03",379.54675,348.4265,399.33325,10.08325
"2020-05-06-04",379.68,348.5865,399.25325,10
"2020-05-06-05",378.96,347.62675,407.20025,10
"2020-05-06-06",380.53325,348.34675,396.21325,10
"2020-05-06-07",378.37325,348.64,401.84,10
"2020-05-06-08",374.7735,346.05325,398.45325,9
"2020-05-06-09",372.90675,341.17325,395.22675,9
"2020-05-06-10",364.45325,338.45325,393.333,9
"2020-05-06-11",363.38675,333.33325,387.38675,9
"2020-05-06-12",357.04,326.9065,381.3335,8.91675
"2020-05-06-13",352.3465,321.6135,367.1735,8.75
"2020-05-06-14",346.77325,314.26675,368.74675,8.5
"2020-05-06-15",346.53325,310.18675,361.12,8.83325
"2020-05-06-16",344.53325,315,363.33325,9
"2020-05-06-17",345.78675,309.77325,362.96025,8.25
"2020-05-06-18",345.12,309.2665,364.6665,7.5
"2020-05-06-19",347.78675,316.76,367.12,8.33325
"2020-05-06-20",355.9735,320.68,379.54675,9
"2020-05-06-21",362.45325,328.4,386.6935,9
"2020-05-06-22",362.1865,331.29325,385.99975,8.91675
"2020-05-06-23",370.10675,336.37325,393.57325,9
"2020-05-07-00",368.29325,339.3865,394.98675,9
"2020-05-07-01",373.52025,342.18675,393.2,8.8335
"2020-05-07-02",372.53325,342.4265,389.94675,9
"2020-05-07-03",370.64,344.64,395.14675,9
"2020-05-07-04",370.02675,341.86675,395.89325,8.8335
"2020-05-07-05",369.03975,342.10675,391.1465,8.4165
"2020-05-07-06",371.81325,341.60025,391.97325,8
"2020-05-07-07",368.32,339.8935,391.25325,8
"2020-05-07-08",362.32,337.0135,388.34675,8
"2020-05-07-09",358.77325,331.57325,379.0935,7.75
"2020-05-07-10",350.26675,323.68,368.72,7.4165
"2020-05-07-11",348.56,319,365.7335,7.08325
"2020-05-07-12",347.12025,319.12,364.5865,7.58325
"2020-05-07-13",344.21325,313.17325,365.68,8
"2020-05-07-14",343.12,313.37325,365.17325,8.41675
"2020-05-07-15",343.6,314.68,362.69325,9
"2020-05-07-16",347.89325,315.77325,366.48,9
"2020-05-07-17",348.2135,319.51975,369.99975,9
"2020-05-07-18",352.8535,319.28,372.8535,9.16675
"2020-05-07-19",352.77325,326.91975,376,9.83325
"2020-05-07-20",362.29325,329.46675,378.53325,10
"2020-05-07-21",364.0535,333.61325,386.64,10.33325
"2020-05-07-22",373.8135,340.8535,398.4,10.5
"2020-05-07-23",377.3865,346.1865,397.03975,11
"2020-05-08-00",385.5735,350.82675,404.85325,10.8335
"2020-05-08-01",387.62675,349.06675,403.86675,10.1665
"2020-05-08-02",389.0135,353.68,411.04,10.75
"2020-05-08-03",393.8935,360.69325,416.53325,11
"2020-05-08-04",396.24,360.6135,418.29325,11
"2020-05-08-05",398.58675,365.52025,417.30675,11
"2020-05-08-06",397.22675,367.6265,420.4265,10.91675
"2020-05-08-07",398.98675,363.84,419.94675,10.25
"2020-05-08-08",388.08,361.28,412.24,10
"2020-05-08-09",387.92,359.11975,410.5335,10
"2020-05-08-10",378.82675,351.20025,402.21325,10
"2020-05-08-11",375.0665,345.12,392.7465,9.66675
"2020-05-08-12",368,341.01325,384.7465,9.5835
"2020-05-08-13",366.69325,334.64025,384,9.08325
"2020-05-08-14",360.37325,330.24025,381.01325,10
"2020-05-08-15",357.97325,328.81325,379.1735,9.8335
"2020-05-08-16",359.44,330.2935,380.64025,9.33325
"2020-05-08-17",358.2665,326.85325,379.3865,9.16675
"2020-05-08-18",360.47975,325.76,387.52025,10
"2020-05-08-19",361.4665,326.7735,380.4535,9.83325
"2020-05-08-20",363.2,332.08,383.60025,9.91675
"2020-05-08-21",368.69325,333.3335,396.7735,10.33325
"2020-05-08-22",379.3865,337.6265,401.46675,10.4165
"2020-05-08-23",387.12,346.2665,408.85325,10.5835
"2020-05-09-00",387.86675,349.893,408.9335,10.83325
"2020-05-09-01",392.9065,355.12,409.25325,10.1665
"2020-05-09-02",393.83975,356.90675,416.66675,10.25
"2020-05-09-03",393.46675,360.26675,420.7735,10
"2020-05-09-04",387.46675,355.8665,412.3465,10
"2020-05-09-05",385.5465,353.59975,411.76,10
"2020-05-09-06",383.2265,354.82675,410.77325,10
"2020-05-09-07",385.11975,354.37325,412.00025,9.91675
"2020-05-09-08",378.64,354.56,410.32,9.4165
"2020-05-09-09",372.1065,346.50675,393.22675,9.4165
"2020-05-09-10",367.8935,340.98675,390.6665,9
"2020-05-09-11",363.6265,331.1335,386.88,9
"2020-05-09-12",356.29325,328.49325,372.02675,8.66675
"2020-05-09-13",354.21325,320.12025,368.4,8.25
"2020-05-09-14",351.36,320.6135,364.56,8.24975
"2020-05-09-15",351.36025,315.2,374.37325,8.66675
"2020-05-09-16",348.4265,317.20025,368.24,9
"2020-05-09-17",349.0935,318.76,372.26675,8.75
"2020-05-09-18",347.36,317.5065,372.45325,9.33325
"2020-05-09-19",350.4535,321.77325,374.3465,9.41675
"2020-05-09-20",344.72,316.54675,361.28,6.83325
"2020-05-09-21",340.42675,309.26675,360.96,6.5
"2020-05-09-22",338.66675,308.23975,358.24,6.75
"2020-05-09-23",343.5465,310.26675,359.65325,7
"2020-05-10-00",343.6535,315.6135,364.72,7.16675
"2020-05-10-01",348.58675,317.42675,361.6265,7.58325
"2020-05-10-02",347.68025,319.0935,364.56,7.08325
"2020-05-10-03",351.30675,319.09325,366.48,7.24975
"2020-05-10-04",347.09325,322.44,361.22675,7.25
"2020-05-10-05",348.32,319.7865,363.68,7.66675
"2020-05-10-06",351.44,325.4265,376.82675,7.58325
"2020-05-10-07",350.85325,325.26675,372.8,7.33325
"2020-05-10-08",348.3735,318.93325,360.2135,7
"2020-05-10-09",340.2665,312.77325,357.54675,7
"2020-05-10-10",337.52,308.37325,357.17325,7
"2020-05-10-11",338.90675,308.68,354.08,7.33325
"2020-05-10-12",335.77325,306.26675,348.2535,7.33325
"2020-05-10-13",332.74675,298.1865,341.70675,7.1665
"2020-05-10-14",331.88,298.8535,346.45325,7.6665
"2020-05-10-15",329.74675,295.45325,348.16,8
"2020-05-10-16",334.42675,298.79975,346.907,8.33325
"2020-05-10-17",334.93325,300.8535,341.38675,8.83325
"2020-05-10-18",334.53325,301.5065,354.13325,9
"2020-05-10-19",335.4665,302.1865,354.96025,9
"2020-05-10-20",337.9735,305.0935,355.62675,9
"2020-05-10-21",340.53325,305.96,356.16,9
"2020-05-10-22",341.36,307.61325,356.71975,9
"2020-05-10-23",338.64,307.2935,351.6535,9
"2020-05-11-00",338.96,308.1065,354.6935,9
"2020-05-11-01",340.98675,310.02675,353.70675,9
"2020-05-11-02",338.82675,305.68,354.18675,9
"2020-05-11-03",341.84,306.53325,356.05325,9
"2020-05-11-04",337.68,310.52,352.1865,9
"2020-05-11-05",337.19975,305.6135,354.8535,9
"2020-05-11-06",332.72,305.28,352.80025,9
"2020-05-11-07",334.82675,303.94675,353.36025,9
"2020-05-11-08",331.64,301.6665,352.45325,9
"2020-05-11-09",329.9735,296.68,345.0935,9
"2020-05-11-10",323.93325,292.52,345.9465,9
"2020-05-11-11",322.59975,288.10675,340.49325,9
"2020-05-11-12",321.0935,287.85325,343.9335,9
"2020-05-11-13",327.66675,289.77325,341.08,8.33325
"2020-05-11-14",322.2665,291.2,339.02675,7.083
"2020-05-11-15",343.12,313.9465,356.31975,6
"2020-05-11-16",331.3335,293.6935,338.067,4.66675
"2020-05-11-17",322.8265,286.5865,331.48,4.9165
"2020-05-11-18",316.8535,280.6,332.54675,5.5835
"2020-05-11-19",317.86675,282.36,334.9865,6.5
"2020-05-11-20",321.02675,282.44,338.04,7
"2020-05-11-21",323.44,286.02675,336.09325,7.41675
"2020-05-11-22",324.373,287.78675,339.36,7.8335
"2020-05-11-23",326.24,295.5335,341.96,7.8335
"2020-05-12-00",327.25325,296.3335,347.65325,7.75
"2020-05-12-01",327.58675,295.78675,344.0535,7.08325
"2020-05-12-02",325.17325,293.10675,345.2,7
"2020-05-12-03",324.9735,291.84,340.7065,6.33325
"2020-05-12-04",320.2535,294.027,337.4535,6.25
"2020-05-12-05",321.34675,289.4535,339.76,6.1665
"2020-05-12-06",319.1065,285.29325,340.48,6
"2020-05-12-07",314.28,280.70675,338.9865,6
"2020-05-12-08",313.3465,278.45325,329.8265,6
"2020-05-12-09",313.34675,275.36,332.12,6.25
"2020-05-12-10",306.12,274.11975,328.31975,6.5
"2020-05-12-11",305.76025,270.88,329.38675,6.66675
"2020-05-12-12",301.45325,270.61325,328.70675,6.58325
"2020-05-12-13",301.33325,268.77325,322.2935,6.91675
"2020-05-12-14",295.947,265.86675,323.78675,6.08325
"2020-05-12-15",297.3865,263.1865,317.06675,6.1665
"2020-05-12-16",294.8535,263.01325,320.5735,6.66675
"2020-05-12-17",297.02675,261.1335,309.5735,6.8335
"2020-05-12-18",298.36,264.44,325.5465,7
"2020-05-12-19",296.96,264.68,318.37325,7
"2020-05-12-20",298.93325,266.37325,325.37325,7
"2020-05-12-21",300.78675,266.8535,323.21325,7
"2020-05-12-22",301.53325,269.68025,320.97325,7
"2020-05-12-23",303.85325,269.4265,321.13325,7.08325
"2020-05-13-00",307.36,273.5335,324.81325,8
"2020-05-13-01",308.18675,275.16,329.92,8
"2020-05-13-02",309.01325,275.78675,331.46675,8
"2020-05-13-03",308.92,275.4265,332.2265,8
"2020-05-13-04",310.53325,278.28,337.11975,7.91675
"2020-05-13-05",308.77325,276.9465,334.2935,8
"2020-05-13-06",310.5335,280.02675,334.38675,8
"2020-05-13-07",306.78675,278.67975,339.8935,8
"2020-05-13-08",308.86675,278.28,336,7.91675
"2020-05-13-09",307.84025,274.34675,338.58675,7.75
"2020-05-13-10",309.34675,280.28025,337.16,7.4165
"2020-05-13-11",310.5465,274.9335,333.0265,7.58325
"2020-05-13-12",310.78675,275.1865,331.96,7.91675
"2020-05-13-13",307.85325,274.9465,332.56025,8
"2020-05-13-14",308.19975,275.34675,330.067,8
"2020-05-13-15",309.52,275.10675,333.6665,8.08325
"2020-05-13-16",307.6265,276.37325,330.2265,8.91675
"2020-05-13-17",306.10675,276.01325,328.53325,9
"2020-05-13-18",307.45325,271.77325,323.40025,9
"2020-05-13-19",310.76,276.1865,336.68025,9
"2020-05-13-20",311.2535,278.6265,334.97325,9.1665
"2020-05-13-21",314.6935,279.6265,334.48025,9.66675
"2020-05-13-22",312.36025,279.78675,335.813,10
"2020-05-13-23",316.2665,281.51975,341.81325,9.8335
"2020-05-14-00",316.53325,276.62675,338.04,10
"2020-05-14-01",314.8535,284.1735,339.44,10
"2020-05-14-02",313.64,281.28,332.56,10
"2020-05-14-03",313.96,280.8665,335.25325,10
"2020-05-14-04",313.60025,280.10675,334.1335,10
"2020-05-14-05",317.52,280.5335,338.0535,10
"2020-05-14-06",312.8665,280.61325,337.4135,10
"2020-05-14-07",313.85325,279.6135,331.8535,10
"2020-05-14-08",310.53325,279.36,330.5735,10
"2020-05-14-09",313.52,280.34675,334.2935,10
"2020-05-14-10",313.0935,278.92025,333.813,10
"2020-05-14-11",307.6,276.21325,336.87975,10
"2020-05-14-12",309.69325,273.44,328.6135,10
"2020-05-14-13",307.61325,274.6,326.57325,10
"2020-05-14-14",306.6,271.34675,323.70675,10
"2020-05-14-15",303.36,270.10675,322.8265,10
"2020-05-14-16",302.027,268.88,317.35975,10.08325
"2020-05-14-17",301.92025,268.28025,319.04,10
"2020-05-14-18",302.28,267.09325,321.05325,10
"2020-05-14-19",303.6935,268.12,313.8,10
"2020-05-14-20",304.52,267.78675,325.16,10
"2020-05-14-21",307.85325,269.44,322.48,10
"2020-05-14-22",306.8665,273.68,327.97325,10.33325
"2020-05-14-23",309.24,274.933,332.2265,10.41675
"2020-05-15-00",310.01325,278.29325,340.54675,10.50025
"2020-05-15-01",312.46675,280.94675,335.52,10.49975
"2020-05-15-02",314.18675,277.52,332.89325,10.16675
"2020-05-15-03",315.02675,278.12,333.78675,10
"2020-05-15-04",316.2665,281.52,341.5865,10
"2020-05-15-05",318.11975,282.7865,332.3065,10
"2020-05-15-06",318.0935,283.98675,337.32025,10
"2020-05-15-07",315.36,281.1865,333.9735,10
"2020-05-15-08",314.947,282.34675,335.18675,10
"2020-05-15-09",316.42675,282.85325,324.86675,10
"2020-05-15-10",316.4535,282.36,332.8,10
"2020-05-15-11",311.52,280.78675,335.33325,10
"2020-05-15-12",311.7865,277.693,331.10675,10
"2020-05-15-13",312.26675,278.84,328.50675,10
"2020-05-15-14",311.52025,277.94675,332.16025,10
"2020-05-15-15",308.17325,276.93325,321.46675,10
"2020-05-15-16",308.10675,274.5865,327.4935,10
"2020-05-15-17",309.12,277.1735,327.5465,10.4165
"2020-05-15-18",312.42675,277.85325,325.49325,10.83325
"2020-05-15-19",312.36,277.28,330.24,11
"2020-05-15-20",313.36,281.5335,330.4135,11
"2020-05-15-21",313.7735,283.9465,330.08,11
"2020-05-15-22",317.62675,281.10675,330.1065,11
"2020-05-15-23",319.7865,283.61325,334.6135,11
"2020-05-16-00",323.12,286.7865,339.65325,11
"2020-05-16-01",322.64,285.76025,335.88,11
"2020-05-16-02",326.0135,289.6,342.2935,11
"2020-05-16-03",325.74675,293.8535,343.59975,11
"2020-05-16-04",326.90675,294.11975,344.42675,11
"2020-05-16-05",332.10675,297.1065,341.3465,11
"2020-05-16-06",331.3465,299.613,346.8535,10.91675
"2020-05-16-07",333.68,301.3465,353.1735,10.75
"2020-05-16-08",331.64,302.6935,348.05325,10.16675
"2020-05-16-09",329.61325,298.43975,349.5465,10
"2020-05-16-10",328.70675,294.86675,353.94675,10
"2020-05-16-11",327.82675,295.42675,349.92,10
"2020-05-16-12",325.81325,294.8665,346.4265,10
"2020-05-16-13",326.2,293.09325,345.1465,10.4165
