"Time","Temperature_Interieur_Sud.mean","Temperature_Interieur_Nord.mean","Temperature_E4000.mean","Temperature_ressentie_E4000.mean","Station_Meteo_Text","Mur_Temp_1_1.mean"
"2019-04-05-07",20.89875,19.6183333333333,24.675,24.675,0.358333333333333,16.5844166666667
"2019-04-05-08",20.74,19.557,24.6233333333333,24.6233333333333,1.805,16.4813333333333
"2019-04-05-09",20.548,19.448,24.5833333333333,24.5833333333333,5.4984126984127,16.39725
"2019-04-05-10",20.4274166666667,19.2993333333333,24.35,24.35,9.34705882352941,16.2711666666667
"2019-04-05-11",20.579,19.3983333333333,24.73,24.73,12.0569620253165,16.2618333333333
"2019-04-05-12",20.4356666666667,19.1965,24.47,24.47,13.3074468085106,16.2700833333333
"2019-04-05-13",20.403,19.0283333333333,24.49,24.49,15.3038834951456,16.2771666666667
"2019-04-05-14",20.4925,18.9736666666667,24.4283333333333,24.4283333333333,17.0868686868687,16.3558333333333
"2019-04-05-15",20.5183333333333,18.9045,24.095,24.095,17.5521739130435,16.4656666666667
"2019-04-05-16",20.8146666666667,18.9743333333333,24.045,24.045,17.8784615384615,16.6433333333333
"2019-04-05-17",21.1536666666667,19.0315,24.0883333333333,24.0883333333333,16.9403225806452,16.86
"2019-04-05-18",21.5130833333333,19.11075,24.095,24.095,18.447619047619,17.113
"2019-04-05-19",21.7136666666667,19.0855,23.95,23.95,14.0183333333333,17.3284166666667
"2019-04-05-20",21.8910833333333,19.2321666666667,23.905,23.905,11.16,17.5106666666667
"2019-04-05-21",21.9886666666667,19.3588333333333,23.9,23.9,9.64333333333333,17.6685833333333
"2019-04-05-22",22.0046666666667,19.4708333333333,23.9033333333333,23.9033333333333,8.62833333333333,17.7706666666667
"2019-04-05-23",21.9183333333333,19.5218333333333,23.8733333333333,23.8733333333333,7.225,17.7999166666667
"2019-04-06-00",21.7863333333333,19.569,23.865,23.865,6.41666666666667,17.7865833333333
"2019-04-06-01",21.6400833333333,19.6095,23.82,23.82,5.78,17.7469166666667
"2019-04-06-02",21.4974166666667,19.6371666666667,23.875,23.875,5.585,17.6721666666667
"2019-04-06-03",21.3411666666667,19.6321666666667,23.9066666666667,23.9066666666667,5.43666666666667,17.5796666666667
"2019-04-06-04",21.175,19.6398333333333,23.9033333333333,23.9033333333333,5.32833333333333,17.4823333333333
"2019-04-06-05",21.064,19.6651666666667,23.9966666666667,23.9966666666667,5.29833333333333,17.3875833333333
"2019-04-06-06",21.0083333333333,19.7045,24.09,24.09,5.17,17.3068333333333
"2019-04-06-07",20.9426666666667,19.7698333333333,24.1,24.1,5.33,17.2369166666667
"2019-04-06-08",20.85975,19.7816666666667,24.135,24.135,6.745,17.1728333333333
"2019-04-06-09",20.8146666666667,19.7888333333333,24.2016666666667,24.2016666666667,9.72741935483871,17.1128333333333
"2019-04-06-10",20.7906666666667,19.7653333333333,24.2733333333333,24.2733333333333,12.1239436619718,17.0814166666667
"2019-04-06-11",20.7893333333333,19.7981666666667,24.325,24.325,14.5074074074074,17.09925
"2019-04-06-12",20.7656666666667,19.7731666666667,24.3183333333333,24.3183333333333,13.8,17.1554166666667
"2019-04-06-13",20.7686666666667,19.7353333333333,24.2433333333333,24.2433333333333,14.1358208955224,17.23875
"2019-04-06-14",20.8863333333333,19.7355,24.2066666666667,24.2066666666667,14.48125,17.3685833333333
"2019-04-06-15",21.0443333333333,19.7913333333333,24.205,24.205,14.55,17.5389166666667
"2019-04-06-16",21.1743333333333,19.8333333333333,24.1866666666667,24.1866666666667,14.5333333333333,17.7226666666667
"2019-04-06-17",21.2615833333333,19.8348333333333,24.1066666666667,24.1066666666667,12.5283333333333,17.8940833333333
"2019-04-06-18",21.3236666666667,19.9156666666667,24.1,24.1,10.8933333333333,18.0503333333333
"2019-04-06-19",21.3183333333333,19.977,24.1,24.1,9.50666666666667,18.167
"2019-04-06-20",21.2536666666667,20.0101666666667,24.0266666666667,24.0266666666667,8.89,18.2339166666667
"2019-04-06-21",21.1826666666667,20.0393333333333,24.0033333333333,24.0033333333333,8.41333333333333,18.2546666666667
"2019-04-06-22",21.0956666666667,20.034,23.965,23.965,8.20166666666667,18.2280833333333
"2019-04-06-23",20.9943333333333,20.019,23.915,23.915,8.14333333333333,18.1760833333333
"2019-04-07-00",20.8999166666667,20.0145,23.9066666666667,23.9066666666667,8.04333333333333,18.1135
"2019-04-07-01",20.8123333333333,20.0001666666667,23.935,23.935,7.79333333333333,18.0415
"2019-04-07-02",20.789,20.0216666666667,24.0016666666667,24.0016666666667,7.515,17.9805833333333
"2019-04-07-03",20.7703333333333,20.04875,24.08,24.08,7.52666666666667,17.9205
"2019-04-07-04",20.7603333333333,20.0795,24.1,24.1,7.56333333333333,17.8654166666667
"2019-04-07-05",20.739,20.1395,24.135,24.135,7.24333333333333,17.82075
"2019-04-07-06",20.7256666666667,20.185,24.215,24.215,7.19166666666667,17.7816666666667
"2019-04-07-07",20.7316666666667,20.2161666666667,24.2866666666667,24.2866666666667,7.165,17.74825
"2019-04-07-08",20.7333333333333,20.2395,24.3266666666667,24.3266666666667,7.41,17.7126666666667
"2019-04-07-09",20.7463333333333,20.2385,24.3883333333333,24.3883333333333,7.93666666666667,17.6811666666667
"2019-04-07-10",20.7713333333333,20.2600833333333,24.4366666666667,24.4366666666667,9.34166666666667,17.6638333333333
"2019-04-07-11",20.805,20.26475,24.5033333333333,24.5033333333333,10.855,17.66775
"2019-04-07-12",20.8393333333333,20.2463333333333,24.5,24.5,12.7723076923077,17.69225
"2019-04-07-13",20.8896666666667,20.2193333333333,24.51,24.51,14.2736842105263,17.7516666666667
"2019-04-07-14",20.8826666666667,20.1265833333333,24.4183333333333,24.4183333333333,15.0397260273973,17.8325833333333
"2019-04-07-15",20.9423333333333,20.0823333333333,24.3983333333333,24.3983333333333,15.7159420289855,17.9534166666667
"2019-04-07-16",21.0235833333333,20.0348333333333,24.33,24.33,15.1887096774194,18.0970833333333
"2019-04-07-17",21.128,19.9906666666667,24.295,24.295,16.2275362318841,18.2744166666667
"2019-04-07-18",21.1363333333333,19.8463333333333,24.15,24.15,14.1695652173913,18.4364166666667
"2019-04-07-19",21.172,19.8168333333333,24.1,24.1,10.4266666666667,18.51575
"2019-04-07-20",21.239,19.8911666666667,24.0733333333333,24.0733333333333,9.14333333333333,18.603
"2019-04-07-21",21.256,19.9403333333333,24.0016666666667,24.0016666666667,9.02833333333333,18.6519166666667
"2019-04-07-22",21.198,19.9501666666667,23.945,23.945,8.755,18.6409166666667
"2019-04-07-23",21.1116666666667,19.9408333333333,23.9,23.9,8.63,18.586
"2019-04-08-00",20.9963333333333,19.9336666666667,23.8266666666667,23.8266666666667,8.50333333333333,18.51
