"Time","Temperature_Interieur_Sud.mean","Temperature_Interieur_Nord.mean","Temperature_E4000.mean","Temperature_ressentie_E4000.mean","Station_Meteo_Text","Mur_Temp_1_1.mean"
"2019-08-24-05",25.9833333333333,24.985,25.875,25.875,16.6583333333333,24.86
"2019-08-24-06",25.7183333333333,24.8083333333333,25.6916666666667,25.6916666666667,16.1166666666667,24.6808333333333
"2019-08-24-07",25.4616666666667,24.63,25.55,25.55,16.6166666666667,24.4725
"2019-08-24-08",25.235,24.44,25.45,25.45,18.6916666666667,24.2716666666667
"2019-08-24-09",25.0283333333333,24.27,25.3833333333333,25.3833333333333,20.4916666666667,24.0658333333333
"2019-08-24-10",24.905,24.145,25.4083333333333,25.4083333333333,25.0916666666667,23.9016666666667
"2019-08-24-11",24.9033333333333,24.1083333333333,25.5666666666667,25.5666666666667,27.9583333333333,23.7858333333333
"2019-08-24-12",25.0633333333333,24.1416666666667,25.8,25.8,30.3083333333333,23.745
"2019-08-24-13",25.36,24.235,26.0833333333333,26.0833333333333,31.5333333333333,23.8066666666667
"2019-08-24-14",25.66,24.37,26.2833333333333,26.2833333333333,32.225,23.9333333333333
"2019-08-24-15",26.0666666666667,24.5666666666667,26.6416666666667,26.7916666666667,33.8416666666667,24.1633333333333
"2019-08-24-16",26.6016666666667,24.8283333333333,26.95,27.25,35.4833333333333,24.47
"2019-08-24-17",27.22,25.1366666666667,27.3333333333333,27.6333333333333,34.925,24.8525
"2019-08-24-18",27.7466666666667,25.4483333333333,27.6833333333333,27.9833333333333,34.7833333333333,25.2775
"2019-08-24-19",28.0933333333333,25.7416666666667,27.7833333333333,28.1333333333333,31.9166666666667,25.6641666666667
"2019-08-24-20",28.33,26.02,27.8,28.2,25.2916666666667,25.985
"2019-08-24-21",28.4916666666667,26.2666666666667,27.8833333333333,28.2833333333333,22.7333333333333,26.2841666666667
"2019-08-24-22",28.5466666666667,26.4516666666667,27.8833333333333,28.2833333333333,21.025,26.5008333333333
"2019-08-24-23",28.52,26.5716666666667,27.85,28.25,19.5333333333333,26.6058333333333
"2019-08-25-00",28.39,26.625,27.8166666666667,28.2166666666667,18.8,26.63
"2019-08-25-01",28.2,26.6033333333333,27.7083333333333,28.025,17.8583333333333,26.5583333333333
"2019-08-25-02",27.955,26.5216666666667,27.5416666666667,27.8416666666667,17.15,26.4258333333333
"2019-08-25-03",27.675,26.3883333333333,27.3166666666667,27.6166666666667,16.6,26.265
"2019-08-25-04",27.3716666666667,26.2066666666667,27.0666666666667,27.3666666666667,15.7916666666667,26.0483333333333
"2019-08-25-05",27.045,25.9866666666667,26.9333333333333,27.25,15.3083333333333,25.8016666666667
"2019-08-25-06",26.7033333333333,25.735,26.7333333333333,27.05,14.8,25.5575
"2019-08-25-07",26.3566666666667,25.4916666666667,26.4916666666667,26.4916666666667,14.8,25.2725
"2019-08-25-08",26.0583333333333,25.2366666666667,26.4166666666667,26.4166666666667,16.6583333333333,24.9875
"2019-08-25-09",25.7733333333333,24.9916666666667,26.3,26.3,19.7583333333333,24.7225
"2019-08-25-10",25.57,24.8033333333333,26.275,26.275,25.2333333333333,24.48
"2019-08-25-11",25.4966666666667,24.6966666666667,26.3833333333333,26.3833333333333,28.3416666666667,24.2908333333333
"2019-08-25-12",25.6066666666667,24.6883333333333,26.5333333333333,26.5333333333333,30.825,24.2008333333333
"2019-08-25-13",25.85,24.7366666666667,26.7666666666667,26.9916666666667,32.5583333333333,24.1925
"2019-08-25-14",26.1233333333333,24.845,26.95,27.15,34.0833333333333,24.2741666666667
"2019-08-25-15",26.4933333333333,25.0083333333333,27.1333333333333,27.3333333333333,34.75,24.4775
"2019-08-25-16",27.0116666666667,25.2316666666667,27.4833333333333,27.6583333333333,35.4083333333333,24.7508333333333
"2019-08-25-17",27.5966666666667,25.515,27.8333333333333,28.0333333333333,34.875,25.1
"2019-08-25-18",28.1166666666667,25.8016666666667,28.1166666666667,28.3166666666667,36.5416666666667,25.5041666666667
"2019-08-25-19",28.4633333333333,26.0683333333333,28.2,28.4166666666667,31.7583333333333,25.8625
"2019-08-25-20",28.6883333333333,26.3266666666667,28.2083333333333,28.5083333333333,25.475,26.1766666666667
"2019-08-25-21",28.85,26.565,28.2666666666667,28.5666666666667,22.8166666666667,26.4716666666667
"2019-08-25-22",28.905,26.7433333333333,28.2666666666667,28.575,21.1833333333333,26.6891666666667
"2019-08-25-23",28.88,26.86,28.25,28.5916666666667,19.875,26.7941666666667
"2019-08-26-00",28.7516666666667,26.9066666666667,28.175,28.4833333333333,18.8916666666667,26.8166666666667
"2019-08-26-01",28.5533333333333,26.8733333333333,28.1,28.4,18.4333333333333,26.7558333333333
"2019-08-26-02",28.3033333333333,26.7933333333333,27.975,28.275,17.6,26.6358333333333
"2019-08-26-03",28.0233333333333,26.6566666666667,27.75,28.05,16.9,26.465
"2019-08-26-04",27.72,26.48,27.5416666666667,27.8416666666667,16.5666666666667,26.2608333333333
"2019-08-26-05",27.3883333333333,26.265,27.3166666666667,27.6166666666667,15.9666666666667,26.0316666666667
"2019-08-26-06",27.0616666666667,26.0283333333333,27.1166666666667,27.4166666666667,15.4916666666667,25.7791666666667
"2019-08-26-07",26.715,25.7816666666667,26.9916666666667,27.2083333333333,15.6416666666667,25.5208333333333
"2019-08-26-08",26.4216666666667,25.53,26.9416666666667,27.1416666666667,17.5583333333333,25.2525
"2019-08-26-09",26.145,25.2983333333333,26.825,27.025,20.725,24.9933333333333
"2019-08-26-10",25.9633333333333,25.1266666666667,26.7583333333333,27,25.3083333333333,24.7558333333333
"2019-08-26-11",25.905,25.0366666666667,26.8916666666667,27.0916666666667,28.75,24.6033333333333
"2019-08-26-12",26.0283333333333,25.0416666666667,26.9916666666667,27.1916666666667,30.0333333333333,24.5275
"2019-08-26-13",26.285,25.0966666666667,27.1666666666667,27.325,32.3583333333333,24.545
"2019-08-26-14",26.6016666666667,25.2166666666667,27.4666666666667,27.5916666666667,34.225,24.6641666666667
"2019-08-26-15",26.9733333333333,25.3983333333333,27.65,27.85,34.7,24.8791666666667
"2019-08-26-16",27.4633333333333,25.6283333333333,27.975,28.175,35.2166666666667,25.1766666666667
"2019-08-26-17",28.04,25.8933333333333,28.2083333333333,28.4083333333333,35.3833333333333,25.5516666666667
"2019-08-26-18",28.55,26.185,28.5,28.7833333333333,35.2833333333333,25.9358333333333
"2019-08-26-19",28.8816666666667,26.45,28.6,28.9333333333333,31.8833333333333,26.2591666666667
"2019-08-26-20",29.1066666666667,26.7,28.6,29,25.9333333333333,26.5516666666667
"2019-08-26-21",29.245,26.935,28.675,29.075,23.5333333333333,26.845
"2019-08-26-22",29.3,27.1066666666667,28.6833333333333,29.1416666666667,22.2666666666667,27.0508333333333
"2019-08-26-23",29.275,27.2266666666667,28.6666666666667,29.1666666666667,20.8166666666667,27.1791666666667
"2019-08-27-00",29.1566666666667,27.275,28.5916666666667,29.0916666666667,20.1666666666667,27.2025
"2019-08-27-01",28.9583333333333,27.2633333333333,28.475,28.9,19.3916666666667,27.165
"2019-08-27-02",28.7383333333333,27.195,28.325,28.625,18.7,27.05
"2019-08-27-03",28.4766666666667,27.07,28.1416666666667,28.4416666666667,18.35,26.9075
"2019-08-27-04",28.1933333333333,26.92,28.0166666666667,28.3166666666667,18.0416666666667,26.7275
"2019-08-27-05",27.8916666666667,26.72,27.825,28.125,17.7166666666667,26.5233333333333
"2019-08-27-06",27.575,26.5166666666667,27.6583333333333,27.9583333333333,17.5083333333333,26.3016666666667
"2019-08-27-07",27.275,26.3033333333333,27.5,27.8,17.8,26.07
"2019-08-27-08",27.0166666666667,26.0833333333333,27.4333333333333,27.6833333333333,19.8166666666667,25.83
"2019-08-27-09",26.7883333333333,25.9033333333333,27.3083333333333,27.5083333333333,21.75,25.6133333333333
"2019-08-27-10",26.62,25.7433333333333,27.3083333333333,27.5083333333333,24.2333333333333,25.4233333333333
"2019-08-27-11",26.555,25.6616666666667,27.3583333333333,27.5583333333333,27.625,25.2983333333333
"2019-08-27-12",26.5583333333333,25.6383333333333,27.4333333333333,27.6333333333333,29.2083333333333,25.245
"2019-08-27-13",26.5883333333333,25.6566666666667,27.4916666666667,27.6916666666667,28.525,25.25
"2019-08-27-14",26.705,25.71,27.575,27.775,29.2166666666667,25.3275
"2019-08-27-15",26.87,25.815,27.6416666666667,27.8416666666667,30.2416666666667,25.4783333333333
"2019-08-27-16",27.1216666666667,25.9733333333333,27.8833333333333,28.0833333333333,31.8833333333333,25.6758333333333
"2019-08-27-17",27.31,26.1466666666667,27.95,28.2166666666667,30.125,25.8958333333333
"2019-08-27-18",27.5183333333333,26.3116666666667,28.0916666666667,28.3916666666667,31.4,26.145
"2019-08-27-19",27.6766666666667,26.4666666666667,28.1,28.4,28.5083333333333,26.3575
"2019-08-27-20",27.7833333333333,26.6116666666667,28.1,28.4,26.175,26.5466666666667
"2019-08-27-21",27.8533333333333,26.7416666666667,28.1,28.4,22.6666666666667,26.71
"2019-08-27-22",27.8716666666667,26.8333333333333,28.1,28.4916666666667,21.3083333333333,26.8325
"2019-08-27-23",27.83,26.8883333333333,28.0583333333333,28.4583333333333,20.7666666666667,26.87
"2019-08-28-00",27.7283333333333,26.8916666666667,27.95,28.35,20.025,26.8475
"2019-08-28-01",27.58,26.8383333333333,27.8583333333333,28.2583333333333,19.3416666666667,26.7833333333333
"2019-08-28-02",27.3983333333333,26.7383333333333,27.7333333333333,28.075,19.1333333333333,26.665
"2019-08-28-03",27.21,26.6,27.6166666666667,27.9166666666667,18.875,26.5091666666667
"2019-08-28-04",26.99,26.4416666666667,27.5,27.8,18.9583333333333,26.3433333333333
"2019-08-28-05",26.7733333333333,26.2733333333333,27.375,27.675,18.5833333333333,26.1558333333333
"2019-08-28-06",26.5466666666667,26.0966666666667,27.2666666666667,27.5666666666667,18.4916666666667,25.9558333333333
"2019-08-28-07",26.3166666666667,25.925,27.1666666666667,27.4666666666667,18.7666666666667,25.7541666666667
"2019-08-28-08",26.1166666666667,25.7433333333333,27.0583333333333,27.3583333333333,19.4,25.5566666666667
"2019-08-28-09",25.945,25.5883333333333,27,27.3,20.1833333333333,25.3625
"2019-08-28-10",25.8133333333333,25.4366666666667,26.9833333333333,27.2833333333333,21.925,25.1883333333333
"2019-08-28-11",25.7216666666667,25.3183333333333,26.9083333333333,27.2083333333333,23.1916666666667,25.0408333333333
"2019-08-28-12",25.7183333333333,25.2533333333333,26.9166666666667,27.15,26.0916666666667,24.94
"2019-08-28-13",25.8383333333333,25.2583333333333,27,27.2,28.5916666666667,24.905
"2019-08-28-14",25.8566666666667,25.275,27,27.2833333333333,27.425,24.9133333333333
"2019-08-28-15",25.9783333333333,25.32,27.0333333333333,27.3333333333333,26.7583333333333,24.98
"2019-08-28-16",26.1416666666667,25.4066666666667,27.1,27.4,27.3,25.0883333333333
"2019-08-28-17",26.2616666666667,25.4983333333333,27.1166666666667,27.4166666666667,27.2916666666667,25.2291666666667
"2019-08-28-18",26.3716666666667,25.59,27.1333333333333,27.4333333333333,26.5833333333333,25.3766666666667
"2019-08-28-19",26.4633333333333,25.6883333333333,27.175,27.475,25.325,25.5025
"2019-08-28-20",26.505,25.77,27.1416666666667,27.4416666666667,24.2666666666667,25.6091666666667
"2019-08-28-21",26.5233333333333,25.8266666666667,27.1,27.4,23.425,25.6816666666667
"2019-08-28-22",26.5033333333333,25.8633333333333,27.1,27.4,22.375,25.72
"2019-08-28-23",26.4466666666667,25.88,27.0583333333333,27.3583333333333,21.5,25.7125
"2019-08-29-00",26.3666666666667,25.855,27,27.3,20.8333333333333,25.69
"2019-08-29-01",26.2533333333333,25.8033333333333,27,27.3,19.9833333333333,25.6325
"2019-08-29-02",26.1133333333333,25.7216666666667,26.9,27.2,19.4416666666667,25.5441666666667
"2019-08-29-03",25.96,25.6116666666667,26.8333333333333,27.1333333333333,19.2833333333333,25.425
"2019-08-29-04",25.7866666666667,25.4916666666667,26.7416666666667,27.0416666666667,18.6916666666667,25.2825
"2019-08-29-05",25.605,25.3583333333333,26.6166666666667,26.6666666666667,18.0583333333333,25.1241666666667
"2019-08-29-06",25.4183333333333,25.2183333333333,26.475,26.475,17.8083333333333,24.9558333333333
"2019-08-29-07",25.2266666666667,25.0566666666667,26.3666666666667,26.3666666666667,17.85,24.7758333333333
"2019-08-29-08",25.055,24.9066666666667,26.275,26.275,19.3916666666667,24.595
"2019-08-29-09",24.8983333333333,24.775,26.2,26.2,22.25,24.4241666666667
"2019-08-29-10",24.86,24.6483333333333,26.2083333333333,26.2083333333333,25.5083333333333,24.2858333333333
"2019-08-29-11",24.9266666666667,24.615,26.325,26.325,28.1166666666667,24.195
"2019-08-29-12",25.15,24.6633333333333,26.4833333333333,26.4833333333333,30.0083333333333,24.1866666666667
"2019-08-29-13",25.4533333333333,24.77,26.7166666666667,26.875,32.0833333333333,24.2633333333333
"2019-08-29-14",25.83,24.93,26.9416666666667,27.2416666666667,33.75,24.4191666666667
"2019-08-29-15",26.2566666666667,25.1316666666667,27.1166666666667,27.4166666666667,34.825,24.6458333333333
"2019-08-29-16",26.765,25.385,27.475,27.775,33.1583333333333,24.9475
"2019-08-29-17",27.37,25.6783333333333,27.8333333333333,28.1333333333333,31.9,25.335
"2019-08-29-18",27.89,25.9816666666667,28.0916666666667,28.475,31.4083333333333,25.7225
"2019-08-29-19",28.2066666666667,26.2366666666667,28.1,28.5,29.6083333333333,26.09
"2019-08-29-20",28.4616666666667,26.4733333333333,28.1333333333333,28.5916666666667,27.45,26.4
"2019-08-29-21",28.62,26.6966666666667,28.225,28.725,24.975,26.6791666666667
"2019-08-29-22",28.7016666666667,26.885,28.2166666666667,28.7166666666667,23.5166666666667,26.8916666666667
"2019-08-29-23",28.7033333333333,27.0033333333333,28.2333333333333,28.7333333333333,22.7166666666667,27.0166666666667
"2019-08-30-00",28.6433333333333,27.0733333333333,28.2,28.7,22.025,27.0708333333333
"2019-08-30-01",28.5266666666667,27.0966666666667,28.1333333333333,28.6333333333333,21.15,27.0541666666667
"2019-08-30-02",28.35,27.0766666666667,28.0916666666667,28.5916666666667,20.525,27.005
"2019-08-30-03",28.1616666666667,27.0033333333333,27.9916666666667,28.475,19.9833333333333,26.8891666666667
"2019-08-30-04",27.9316666666667,26.89,27.8166666666667,28.2166666666667,19.5416666666667,26.765
"2019-08-30-05",27.7,26.755,27.7083333333333,28.1083333333333,19.1666666666667,26.6083333333333
"2019-08-30-06",27.4466666666667,26.5966666666667,27.5416666666667,27.9416666666667,18.8166666666667,26.4408333333333
"2019-08-30-07",27.2083333333333,26.4233333333333,27.4333333333333,27.7666666666667,18.7166666666667,26.2558333333333
"2019-08-30-08",25.4,25.7266666666667,25.3583333333333,25.375,20.425,25.9075
"2019-08-30-09",25.2916666666667,25.44,25.4333333333333,25.375,23.6083333333333,25.5508333333333
"2019-08-30-10",25.575,25.5533333333333,26.05,26.1083333333333,26.7,25.3758333333333
"2019-08-30-11",26.1666666666667,25.6766666666667,27.0083333333333,27.6,30.35,25.3166666666667
"2019-08-30-12",26.3633333333333,25.8016666666667,27.4333333333333,28.0833333333333,31.7833333333333,25.3541666666667
"2019-08-30-13",26.8116666666667,25.89,27.5083333333333,28.1083333333333,31.9166666666667,25.4408333333333
"2019-08-30-14",27.1433333333333,26.0216666666667,27.8,28.4,33.5666666666667,25.5691666666667
"2019-08-30-15",27.5516666666667,26.1983333333333,28.0666666666667,28.7,35.2916666666667,25.7825
"2019-08-30-16",28.065,26.4366666666667,28.3416666666667,28.9583333333333,34.775,26.0816666666667
"2019-08-30-17",28.6333333333333,26.7066666666667,28.6916666666667,29.4333333333333,33.675,26.4341666666667
"2019-08-30-18",29.1416666666667,26.99,29.025,29.8666666666667,33.1666666666667,26.8091666666667
"2019-08-30-19",29.5083333333333,27.255,29.1,30.05,31.4583333333333,27.1466666666667
"2019-08-30-20",29.7533333333333,27.5066666666667,29.1583333333333,30.1583333333333,28.975,27.4475
"2019-08-30-21",29.945,27.7366666666667,29.2416666666667,30.2833333333333,27.1666666666667,27.7391666666667
"2019-08-30-22",30.0283333333333,27.9316666666667,29.3,30.4,25.5833333333333,27.96
"2019-08-30-23",30.045,28.0633333333333,29.3,30.4,24.1083333333333,28.1058333333333
"2019-08-31-00",29.9966666666667,28.1516666666667,29.3,30.4,22.8083333333333,28.18
"2019-08-31-01",29.8733333333333,28.1883333333333,29.25,30.2916666666667,21.8833333333333,28.1708333333333
"2019-08-31-02",29.705,28.17,29.1666666666667,30.1166666666667,20.975,28.12
"2019-08-31-03",29.4766666666667,28.1,29.1,30,20.6833333333333,28.0191666666667
"2019-08-31-04",29.25,27.9966666666667,28.9666666666667,29.7916666666667,19.9833333333333,27.8766666666667
"2019-08-31-05",28.9833333333333,27.84,28.7833333333333,29.5583333333333,19.5833333333333,27.715
"2019-08-31-06",28.705,27.6683333333333,28.575,29.275,19.0833333333333,27.5241666666667
"2019-08-31-07",28.425,27.4766666666667,28.4,29.0166666666667,19.1833333333333,27.3316666666667
"2019-08-31-08",28.1666666666667,27.2833333333333,28.2916666666667,28.825,20.7583333333333,27.1166666666667
"2019-08-31-09",27.945,27.09,28.25,28.75,23.0083333333333,26.9016666666667
"2019-08-31-10",27.7566666666667,26.9366666666667,28.2,28.7,25.1916666666667,26.7091666666667
"2019-08-31-11",27.665,26.8383333333333,28.2166666666667,28.7166666666667,28.2916666666667,26.5616666666667
"2019-08-31-12",27.6866666666667,26.805,28.3666666666667,28.8666666666667,30.7416666666667,26.49
"2019-08-31-13",27.9433333333333,26.8683333333333,28.6916666666667,29.1916666666667,33.0583333333333,26.5091666666667
"2019-08-31-14",28.1366666666667,26.9716666666667,28.8666666666667,29.425,31.5083333333333,26.6008333333333
"2019-08-31-15",28.435,27.1283333333333,29.075,29.675,31.2916666666667,26.7908333333333
"2019-08-31-16",28.8483333333333,27.3366666666667,29.3583333333333,30.0583333333333,31.55,27.0766666666667
"2019-08-31-17",29.215,27.5416666666667,29.5083333333333,30.3083333333333,29.7666666666667,27.3566666666667
"2019-08-31-18",29.615,27.7733333333333,29.775,30.65,30.2916666666667,27.6583333333333
"2019-08-31-19",29.85,27.9716666666667,29.75,30.725,28.45,27.9141666666667
"2019-08-31-20",29.9916666666667,28.1216666666667,29.725,30.725,26.3916666666667,28.1183333333333
"2019-08-31-21",30.0616666666667,28.27,29.7083333333333,30.7083333333333,25.7166666666667,28.2841666666667
"2019-08-31-22",30.0533333333333,28.3683333333333,29.7083333333333,30.7083333333333,25.25,28.3741666666667
"2019-08-31-23",29.99,28.4133333333333,29.675,30.65,23.95,28.4091666666667
"2019-09-01-00",29.86,28.4183333333333,29.5916666666667,30.5,23.775,28.37
"2019-09-01-01",29.685,28.3866666666667,29.5,30.3333333333333,23.4416666666667,28.2983333333333
"2019-09-01-02",29.4916666666667,28.3116666666667,29.3333333333333,30.075,22.1916666666667,28.2041666666667
"2019-09-01-03",29.2683333333333,28.2033333333333,29.175,29.8166666666667,21.7,28.0808333333333
"2019-09-01-04",29.0333333333333,28.085,29.1,29.7,21.2416666666667,27.9283333333333
"2019-09-01-05",28.8066666666667,27.9266666666667,29.0333333333333,29.6333333333333,21.1166666666667,27.7758333333333
"2019-09-01-06",28.5583333333333,27.7616666666667,28.8833333333333,29.4666666666667,19.9583333333333,27.5925
"2019-09-01-07",28.3066666666667,27.59,28.75,29.2583333333333,19.1083333333333,27.4075
"2019-09-01-08",28.0866666666667,27.41,28.675,29.1666666666667,21.0416666666667,27.2216666666667
"2019-09-01-09",27.8766666666667,27.2383333333333,28.625,29.025,23.7333333333333,27.0308333333333
"2019-09-01-10",27.7666666666667,27.1183333333333,28.625,29.025,27.05,26.8641666666667
"2019-09-01-11",27.7716666666667,27.0716666666667,28.7333333333333,29.1333333333333,27.6333333333333,26.7641666666667
"2019-09-01-12",27.8333333333333,27.065,28.8,29.2,28.2083333333333,26.7
"2019-09-01-13",27.8233333333333,27.0483333333333,28.75,29.15,26.7083333333333,26.6808333333333
"2019-09-01-14",27.9366666666667,27.0716666666667,28.725,29.125,26.2833333333333,26.7083333333333
"2019-09-01-15",28.05,27.11,28.7,29.1,24.9833333333333,26.7758333333333
"2019-09-01-16",28.1633333333333,27.165,28.7583333333333,29.1583333333333,25.5416666666667,26.8666666666667
"2019-09-01-17",28.305,27.2583333333333,28.8583333333333,29.2583333333333,27.0416666666667,26.9783333333333
"2019-09-01-18",28.33,27.305,28.8666666666667,29.3,25.9333333333333,27.0525
"2019-09-01-19",28.3116666666667,27.3416666666667,28.8,29.3,24.6833333333333,27.125
"2019-09-01-20",28.2766666666667,27.3666666666667,28.7583333333333,29.2583333333333,23.7916666666667,27.1625
"2019-09-01-21",28.215,27.3733333333333,28.6916666666667,29.1083333333333,23.3,27.18
"2019-09-01-22",28.12,27.3516666666667,28.6166666666667,29.0166666666667,22.825,27.1533333333333
"2019-09-01-23",27.995,27.29,28.5416666666667,28.9416666666667,22.5083333333333,27.1
"2019-09-02-00",27.8416666666667,27.205,28.45,28.8,22.0833333333333,27.0033333333333
"2019-09-02-01",27.6583333333333,27.0966666666667,28.3333333333333,28.6333333333333,21.025,26.8725
"2019-09-02-02",27.4666666666667,26.9683333333333,28.2333333333333,28.5333333333333,20.95,26.7441666666667
"2019-09-02-03",27.2733333333333,26.83,28.1166666666667,28.4166666666667,20.4416666666667,26.5858333333333
"2019-09-02-04",27.0683333333333,26.6783333333333,28.075,28.2916666666667,20.075,26.4125
"2019-09-02-05",26.8583333333333,26.5316666666667,27.9583333333333,28.1583333333333,19.7333333333333,26.2391666666667
"2019-09-02-06",26.6433333333333,26.365,27.8583333333333,28.0583333333333,19.2166666666667,26.06
"2019-09-02-07",26.4166666666667,26.2033333333333,27.7166666666667,27.9166666666667,19.125,25.8625
"2019-09-02-08",26.1016666666667,26.015,27.4,27.525,19.25,25.6666666666667
"2019-09-02-09",25.5916666666667,25.75,26.875,26.8916666666667,21.1416666666667,25.3925
"2019-09-02-10",25.44,25.5533333333333,26.9,26.9416666666667,22.5916666666667,25.1725
"2019-09-02-11",25.595,25.46,27.0583333333333,27.1166666666667,23.95,25.0466666666667
"2019-09-02-12",25.6583333333333,25.4383333333333,27.0583333333333,27.1,22.825,24.98
"2019-09-02-13",25.735,25.4333333333333,27.025,27.075,21.6166666666667,24.95
"2019-09-02-14",26,25.4366666666667,26.9333333333333,26.95,22.7583333333333,24.9558333333333
"2019-09-02-15",26.1683333333333,25.4683333333333,27,27.05,22.5083333333333,24.985
"2019-09-02-16",26.2533333333333,25.5583333333333,26.975,27.0416666666667,22.1583333333333,25.015
"2019-09-02-17",26.025,25.4216666666667,27,27.1,23.4583333333333,24.995
"2019-09-02-18",25.9583333333333,25.3683333333333,26.95,27.05,22.9916666666667,24.96
"2019-09-02-19",25.8783333333333,25.3216666666667,26.8833333333333,26.9833333333333,22.5,24.9191666666667
"2019-09-02-20",25.7866666666667,25.275,26.8166666666667,26.9166666666667,21.7,24.8725
"2019-09-02-21",25.6983333333333,25.2233333333333,26.775,26.9,20.9333333333333,24.8175
"2019-09-02-22",25.5866666666667,25.1533333333333,26.6666666666667,26.8,19.825,24.7416666666667
"2019-09-02-23",25.4466666666667,25.0716666666667,26.575,26.575,18.525,24.6733333333333
"2019-09-03-00",25.2933333333333,24.9666666666667,26.45,26.45,16.875,24.5616666666667
"2019-09-03-01",25.1,24.8333333333333,26.3166666666667,26.3166666666667,16.0916666666667,24.4158333333333
"2019-09-03-02",24.8783333333333,24.6716666666667,26.1583333333333,26.1583333333333,15.5083333333333,24.2466666666667
"2019-09-03-03",24.6433333333333,24.5,26.075,26.075,14.7583333333333,24.04
"2019-09-03-04",24.395,24.2916666666667,25.9083333333333,25.9083333333333,14.275,23.8166666666667
"2019-09-03-05",24.1266666666667,24.0833333333333,25.7166666666667,25.7166666666667,13.9666666666667,23.575
"2019-09-03-06",23.8533333333333,23.855,25.4833333333333,25.4833333333333,13.675,23.3241666666667
"2019-09-03-07",23.5933333333333,23.6216666666667,25.3083333333333,25.3083333333333,14.3333333333333,23.0591666666667
"2019-09-03-08",23.2833333333333,23.3666666666667,25.1083333333333,25.1083333333333,15.9333333333333,22.795
"2019-09-03-09",22.9266666666667,23.14,24.65,24.65,18,22.4883333333333
"2019-09-03-10",23.115,22.9516666666667,24.8166666666667,24.8166666666667,21.4833333333333,22.2775
"2019-09-03-11",23.2633333333333,22.8216666666667,24.8666666666667,24.8666666666667,24.5833333333333,22.14
"2019-09-03-12",23.57,22.8683333333333,24.9916666666667,24.9916666666667,24.2333333333333,22.09
"2019-09-03-13",23.8616666666667,22.9066666666667,25.1333333333333,25.1333333333333,24.2916666666667,22.11
"2019-09-03-14",24.415,23.1033333333333,25.3666666666667,25.375,26.55,22.2725
"2019-09-03-15",24.825,23.265,25.5,25.5,26.0583333333333,22.4941666666667
"2019-09-03-16",25.295,23.4983333333333,25.85,25.8416666666667,27.9166666666667,22.7841666666667
"2019-09-03-17",25.3716666666667,23.635,25.8333333333333,25.8333333333333,27.0166666666667,23.0575
"2019-09-03-18",25.695,23.8266666666667,26.0083333333333,26.0083333333333,29.4416666666667,23.345
"2019-09-03-19",25.855,23.9833333333333,25.9916666666667,25.9916666666667,25.8583333333333,23.5758333333333
"2019-09-03-20",25.95,24.1216666666667,25.925,25.925,21.7416666666667,23.7891666666667
"2019-09-03-21",26.0233333333333,24.2683333333333,25.9,25.9,19.4916666666667,23.9875
"2019-09-03-22",26.035,24.37,25.9,25.9,18.6083333333333,24.0916666666667
"2019-09-03-23",25.9483333333333,24.4116666666667,25.8333333333333,25.8333333333333,17.475,24.1383333333333
"2019-09-04-00",25.795,24.3983333333333,25.7416666666667,25.7416666666667,16.25,24.105
"2019-09-04-01",25.61,24.3416666666667,25.5833333333333,25.5833333333333,15.8833333333333,24.0233333333333
"2019-09-04-02",25.4,24.23,25.425,25.425,15.1083333333333,23.89
"2019-09-04-03",25.1433333333333,24.0716666666667,25.2833333333333,25.2833333333333,14.6083333333333,23.7183333333333
"2019-09-04-04",24.8566666666667,23.8833333333333,25.2,25.2,14.0083333333333,23.5125
"2019-09-04-05",24.5616666666667,23.675,25.125,25.125,13.6916666666667,23.2991666666667
"2019-09-04-06",24.255,23.4616666666667,25.0583333333333,25.0583333333333,13.425,23.0608333333333
"2019-09-04-07",23.9533333333333,23.2266666666667,24.8916666666667,24.8916666666667,13.3333333333333,22.8233333333333
"2019-09-04-08",23.8166666666667,23.03,24.7416666666667,24.7416666666667,15.1083333333333,22.5783333333333
"2019-09-04-09",23.84,22.9166666666667,24.7166666666667,24.7166666666667,19.7583333333333,22.3583333333333
"2019-09-04-10",23.9716666666667,22.85,24.7666666666667,24.7666666666667,24.0333333333333,22.2083333333333
"2019-09-04-11",24.1233333333333,22.8266666666667,25.0083333333333,25.0083333333333,26.175,22.1166666666667
"2019-09-04-12",24.1933333333333,22.8383333333333,25.1,25.1,27.925,22.09
"2019-09-04-13",24.1783333333333,22.8066666666667,25.175,25.175,29.2416666666667,22.0883333333333
