"Time","Mur_Temp_2_2.mean","Mur_Temp_2_3.mean"
"2019-04-07-12",14.1826666666667,13.9480833333333
"2019-04-07-13",14.4005,14.6550833333333
"2019-04-07-14",14.6920833333333,15.3119166666667
"2019-04-07-15",15.01525,15.8294166666667
"2019-04-07-16",15.3300833333333,16.0264166666667
"2019-04-07-17",15.55725,16.139
"2019-04-07-18",15.7868333333333,16.51325
"2019-04-07-19",16.0005,15.99275
"2019-04-07-20",16.0190833333333,15.3205833333333
"2019-04-07-21",15.9118333333333,14.9085833333333
"2019-04-07-22",15.7715833333333,14.59225
"2019-04-07-23",15.6271666666667,14.31975
"2019-04-08-00",15.4813333333333,14.13
"2019-04-08-01",15.3448333333333,13.9361666666667
"2019-04-08-02",15.2135,13.7865833333333
"2019-04-08-03",15.0900833333333,13.6706666666667
"2019-04-08-04",14.9785,13.5546666666667
"2019-04-08-05",14.8764166666667,13.4318333333333
"2019-04-08-06",14.7721666666667,13.2465
"2019-04-08-07",14.658,13.1583333333333
"2019-04-08-08",14.5663333333333,13.206
"2019-04-08-09",14.51775,13.4041666666667
"2019-04-08-10",14.521,13.67075
"2019-04-08-11",14.5886666666667,14.1711666666667
"2019-04-08-12",14.7445833333333,14.8074166666667
"2019-04-08-13",14.9969166666667,15.49475
"2019-04-08-14",15.3025833333333,16.1013333333333
"2019-04-08-15",15.6045833333333,16.4871666666667
"2019-04-08-16",15.8716666666667,16.8001666666667
"2019-04-08-17",16.1464166666667,17.0053333333333
"2019-04-08-18",16.3925,17.2181666666667
"2019-04-08-19",16.59075,16.94925
"2019-04-08-20",16.6589166666667,16.4278333333333
"2019-04-08-21",16.6004166666667,15.8355833333333
"2019-04-08-22",16.4556666666667,15.2694166666667
"2019-04-08-23",16.2595,14.78625
"2019-04-09-00",16.0391666666667,14.33975
"2019-04-09-01",15.8038333333333,13.918
"2019-04-09-02",15.56075,13.5349166666667
"2019-04-09-03",15.3166666666667,13.1834166666667
"2019-04-09-04",15.07225,12.8824166666667
"2019-04-09-05",14.83925,12.63175
"2019-04-09-06",14.6160833333333,12.36475
"2019-04-09-07",14.3985,12.1168333333333
"2019-04-09-08",14.1979166666667,12.0598333333333
"2019-04-09-09",14.0545,12.35825
"2019-04-09-10",14.0154166666667,12.8339166666667
"2019-04-09-11",14.088,13.4669166666667
"2019-04-09-12",14.259,14.1865
"2019-04-09-13",14.5165833333333,14.9193333333333
"2019-04-09-14",14.8306666666667,15.6605833333333
"2019-04-09-15",15.1871666666667,16.4085
"2019-04-09-16",15.3974166666667,16.8943333333333
"2019-04-09-17",15.8815833333333,17.5253333333333
"2019-04-09-18",16.4408333333333,17.5561666666667
"2019-04-09-19",16.7155833333333,17.2910833333333
"2019-04-09-20",16.8196666666667,16.767
"2019-04-09-21",16.7904166666667,16.3085833333333
"2019-04-09-22",16.6944166666667,15.8580833333333
"2019-04-09-23",16.5571666666667,15.5215833333333
"2019-04-10-00",16.4101666666667,15.2355
"2019-04-10-01",16.2595833333333,15.0204166666667
"2019-04-10-02",16.1126666666667,14.8345
"2019-04-10-03",15.9734166666667,14.654
"2019-04-10-04",15.8325,14.4448333333333
"2019-04-10-05",15.6906666666667,14.3036666666667
"2019-04-10-06",15.5648333333333,14.1939166666667
"2019-04-10-07",15.4475,14.07725
"2019-04-10-08",15.3334166666667,14.0535
"2019-04-10-09",15.2594166666667,14.2384166666667
"2019-04-10-10",15.2531666666667,14.5676666666667
"2019-04-10-11",15.31625,14.9589166666667
"2019-04-10-12",15.4439166666667,15.4174166666667
"2019-04-10-13",15.6320833333333,15.9978333333333
"2019-04-10-14",15.868,16.58625
"2019-04-10-15",16.1375833333333,17.1456666666667
"2019-04-10-16",16.431,17.4111666666667
"2019-04-10-17",16.65825,17.19225
"2019-04-10-18",16.75475,16.8480833333333
"2019-04-10-19",16.7613333333333,16.5485833333333
"2019-04-10-20",16.717,16.0895
"2019-04-10-21",16.6048333333333,15.74075
"2019-04-10-22",16.4755833333333,15.5114166666667
"2019-04-10-23",16.351,15.3390833333333
"2019-04-11-00",16.2381666666667,15.1820833333333
"2019-04-11-01",16.1260833333333,15.0455
"2019-04-11-02",16.016,14.88775
"2019-04-11-03",15.9093333333333,14.7549166666667
"2019-04-11-04",15.8025,14.5444166666667
"2019-04-11-05",15.67825,14.2818333333333
"2019-04-11-06",15.5430833333333,14.1379166666667
"2019-04-11-07",15.42325,14.0849166666667
"2019-04-11-08",15.3279166666667,14.0881666666667
"2019-04-11-09",15.2611666666667,14.20325
"2019-04-11-10",15.2381666666667,14.3824166666667
"2019-04-11-11",15.26625,14.663
"2019-04-11-12",15.3434166666667,14.7919166666667
"2019-04-11-13",15.4185,14.9685
"2019-04-11-14",15.5059166666667,15.4174166666667
"2019-04-11-15",15.6445833333333,15.4784166666667
"2019-04-11-16",15.7555833333333,15.83425
"2019-04-11-17",15.9128333333333,15.9
"2019-04-11-18",16.01775,15.8195
"2019-04-11-19",16.0636666666667,15.6718333333333
"2019-04-11-20",16.0644166666667,15.5185
"2019-04-11-21",16.04075,15.38575
"2019-04-11-22",16.0028333333333,15.285
"2019-04-11-23",15.96475,15.183
"2019-04-12-00",15.92325,15.1049166666667
"2019-04-12-01",15.8730833333333,15.02775
"2019-04-12-02",15.82325,14.9348333333333
"2019-04-12-03",15.7718333333333,14.81375
"2019-04-12-04",15.7075833333333,14.6989166666667
"2019-04-12-05",15.6390833333333,14.6030833333333
"2019-04-12-06",15.57275,14.4825833333333
"2019-04-12-07",15.4959166666667,14.3508333333333
"2019-04-12-08",15.41675,14.2563333333333
"2019-04-12-09",15.3396666666667,14.3016666666667
"2019-04-12-10",15.3535,14.5801666666667
"2019-04-12-11",15.3496666666667,14.8595
"2019-04-12-12",15.4248333333333,15.24875
"2019-04-12-13",15.5749166666667,15.83925
"2019-04-12-14",15.8071666666667,16.47525
"2019-04-12-15",16.08275,17.0986666666667
"2019-04-12-16",16.3825833333333,17.5985833333333
"2019-04-12-17",16.7001666666667,17.7299166666667
"2019-04-12-18",16.9299166666667,17.5834166666667
"2019-04-12-19",17.05075,17.254
"2019-04-12-20",17.064,16.7449166666667
"2019-04-12-21",16.97575,16.2470833333333
"2019-04-12-22",16.8299166666667,15.7593333333333
"2019-04-12-23",16.6434166666667,15.269
"2019-04-13-00",16.4255,14.7981666666667
"2019-04-13-01",16.181,14.36775
"2019-04-13-02",15.9269166666667,13.9604166666667
"2019-04-13-03",15.66725,13.5710833333333
"2019-04-13-04",15.4075,13.2190833333333
"2019-04-13-05",15.1516666666667,12.8633333333333
"2019-04-13-06",14.8985,12.5814166666667
"2019-04-13-07",14.6615833333333,12.34975
"2019-04-13-08",14.4495,12.3384166666667
"2019-04-13-09",14.308,12.55775
"2019-04-13-10",14.259,12.9555833333333
"2019-04-13-11",14.3030833333333,13.5184166666667
"2019-04-13-12",14.4448333333333,14.0971666666667
"2019-04-13-13",14.6490833333333,14.6325833333333
"2019-04-13-14",14.8875,15.1145
"2019-04-13-15",15.13725,15.5581666666667
"2019-04-13-16",15.2915,15.8554166666667
"2019-04-13-17",15.5904166666667,16.31475
"2019-04-13-18",15.9398333333333,16.6698333333333
"2019-04-13-19",16.1933333333333,16.4515833333333
"2019-04-13-20",16.2863333333333,15.79275
"2019-04-13-21",16.2039166666667,15.1121666666667
"2019-04-13-22",16.0259166666667,14.6178333333333
"2019-04-13-23",15.8190833333333,14.2006666666667
"2019-04-14-00",15.6006666666667,13.7740833333333
"2019-04-14-01",15.3650833333333,13.3464166666667
"2019-04-14-02",15.1154166666667,12.9469166666667
"2019-04-14-03",14.8579166666667,12.5460833333333
"2019-04-14-04",14.5975833333333,12.2070833333333
"2019-04-14-05",14.3425833333333,11.8545
"2019-04-14-06",14.0938333333333,11.594
"2019-04-14-07",13.86825,11.44075
"2019-04-14-08",13.6776666666667,11.4734166666667
"2019-04-14-09",13.5654166666667,11.7999166666667
"2019-04-14-10",13.55075,12.1525
"2019-04-14-11",13.5981666666667,12.5179166666667
"2019-04-14-12",13.7008333333333,12.9696666666667
"2019-04-14-13",13.86275,13.38975
"2019-04-14-14",14.0570833333333,13.8225833333333
"2019-04-14-15",14.2731666666667,14.3833333333333
"2019-04-14-16",14.42575,14.9065833333333
"2019-04-14-17",14.78175,15.5196666666667
"2019-04-14-18",15.1919166666667,16.0185833333333
"2019-04-14-19",15.5099166666667,15.8439166666667
"2019-04-14-20",15.64175,15.0604166666667
"2019-04-14-21",15.5735,14.41925
"2019-04-14-22",15.41025,13.9380833333333
"2019-04-14-23",15.2215833333333,13.5410833333333
"2019-04-15-00",15.0209166666667,13.1425833333333
"2019-04-15-01",14.8041666666667,12.7668333333333
"2019-04-15-02",14.5773333333333,12.3920833333333
"2019-04-15-03",14.3500833333333,12.0378333333333
"2019-04-15-04",14.12975,11.7006666666667
"2019-04-15-05",13.88725,11.3543333333333
"2019-04-15-06",13.6333333333333,11.0154166666667
"2019-04-15-07",13.3963333333333,10.7605
"2019-04-15-08",13.1889166666667,10.8666666666667
"2019-04-15-09",13.0864166666667,11.2099166666667
"2019-04-15-10",13.0760833333333,11.6086666666667
"2019-04-15-11",13.1495,12.1738333333333
"2019-04-15-12",13.3195833333333,12.8801666666667
"2019-04-15-13",13.5804166666667,13.6388333333333
"2019-04-15-14",13.9123333333333,14.44375
"2019-04-15-15",14.2850833333333,15.2615833333333
"2019-04-15-16",14.6201666666667,16.01925
"2019-04-15-17",15.144,16.8526666666667
"2019-04-15-18",15.6625,17.3335833333333
"2019-04-15-19",16.0720833333333,17.1474166666667
"2019-04-15-20",16.2893333333333,16.7081666666667
"2019-04-15-21",16.3549166666667,16.28075
"2019-04-15-22",16.332,15.9454166666667
"2019-04-15-23",16.2748333333333,15.6270833333333
"2019-04-16-00",16.1831666666667,15.3581666666667
"2019-04-16-01",16.0859166666667,15.1655
"2019-04-16-02",15.9834166666667,14.98325
"2019-04-16-03",15.8801666666667,14.8250833333333
"2019-04-16-04",15.7771666666667,14.67975
"2019-04-16-05",15.6745833333333,14.57475
"2019-04-16-06",15.5841666666667,14.5065833333333
"2019-04-16-07",15.5010833333333,14.412
"2019-04-16-08",15.4271666666667,14.4033333333333
"2019-04-16-09",15.3754166666667,14.59275
"2019-04-16-10",15.3526666666667,14.9833333333333
"2019-04-16-11",15.4453333333333,15.3979166666667
"2019-04-16-12",15.6299166666667,15.8070833333333
"2019-04-16-13",15.9009166666667,16.4578333333333
"2019-04-16-14",16.25875,17.0145
"2019-04-16-15",16.5288333333333,17.3886666666667
"2019-04-16-16",16.7849166666667,17.7186666666667
"2019-04-16-17",17.0699166666667,17.8314166666667
"2019-04-16-18",17.3071666666667,17.8251666666667
"2019-04-16-19",17.4971666666667,17.8480833333333
"2019-04-16-20",17.6373333333333,17.4060833333333
"2019-04-16-21",17.66225,17.0489166666667
"2019-04-16-22",17.62725,16.7759166666667
"2019-04-16-23",17.57475,16.4763333333333
"2019-04-17-00",17.48325,16.0745833333333
"2019-04-17-01",17.35025,15.6924166666667
"2019-04-17-02",17.1966666666667,15.4661666666667
"2019-04-17-03",17.0538333333333,15.27975
"2019-04-17-04",16.9255,15.1851666666667
"2019-04-17-05",16.8166666666667,15.0555833333333
"2019-04-17-06",16.702,14.7588333333333
"2019-04-17-07",16.55275,14.4819166666667
"2019-04-17-08",16.39875,14.5129166666667
"2019-04-17-09",16.3154166666667,14.8063333333333
"2019-04-17-10",16.3155,15.1995833333333
"2019-04-17-11",16.3963333333333,15.7776666666667
"2019-04-17-12",16.594,16.5011666666667
"2019-04-17-13",16.8739166666667,17.2885
"2019-04-17-14",17.1745833333333,18.0570833333333
"2019-04-17-15",17.4884166666667,18.7801666666667
"2019-04-17-16",17.7095,19.3321666666667
"2019-04-17-17",18.1203333333333,20.0855833333333
"2019-04-17-18",18.6115833333333,20.6480833333333
"2019-04-17-19",19.0194166666667,20.6830833333333
"2019-04-17-20",19.275,20.06425
"2019-04-17-21",19.3205,19.4191666666667
"2019-04-17-22",19.2470833333333,18.8745
"2019-04-17-23",19.1098333333333,18.4120833333333
"2019-04-18-00",18.9430833333333,17.99125
"2019-04-18-01",18.7589166666667,17.64425
"2019-04-18-02",18.5686666666667,17.3046666666667
"2019-04-18-03",18.3670833333333,17.00825
"2019-04-18-04",18.1643333333333,16.7154166666667
"2019-04-18-05",17.9545,16.3880833333333
"2019-04-18-06",17.7298333333333,16.0266666666667
"2019-04-18-07",17.4886666666667,15.7635833333333
"2019-04-18-08",17.2673333333333,15.82275
"2019-04-18-09",17.1255,16.1024166666667
"2019-04-18-10",17.0861666666667,16.5079166666667
"2019-04-18-11",17.1325,17.09225
"2019-04-18-12",17.2695833333333,17.7791666666667
"2019-04-18-13",17.4876666666667,18.4959166666667
"2019-04-18-14",17.7705833333333,19.1786666666667
"2019-04-18-15",18.0926666666667,19.8760833333333
"2019-04-18-16",18.3856666666667,20.4636666666667
"2019-04-18-17",18.8055,21.1389166666667
"2019-04-18-18",19.274,21.6270833333333
"2019-04-18-19",19.6564166666667,21.3193333333333
"2019-04-18-20",19.8446666666667,20.759
"2019-04-18-21",19.8760833333333,20.2986666666667
"2019-04-18-22",19.83225,19.9423333333333
"2019-04-18-23",19.7565833333333,19.5170833333333
"2019-04-19-00",19.6365,19.1276666666667
"2019-04-19-01",19.4875833333333,18.7155833333333
"2019-04-19-02",19.3065,18.27225
"2019-04-19-03",19.0945,17.8646666666667
"2019-04-19-04",18.8670833333333,17.45525
"2019-04-19-05",18.6245,17.083
"2019-04-19-06",18.3741666666667,16.7264166666667
"2019-04-19-07",18.1193333333333,16.4643333333333
"2019-04-19-08",17.8914166666667,16.5903333333333
"2019-04-19-09",17.76125,16.9195
"2019-04-19-10",17.7229166666667,17.30725
"2019-04-19-11",17.7736666666667,17.8521666666667
"2019-04-19-12",17.8975,18.4721666666667
"2019-04-19-13",18.1026666666667,19.1023333333333
"2019-04-19-14",18.3610833333333,19.7428333333333
"2019-04-19-15",18.6530833333333,20.4026666666667
"2019-04-19-16",18.8635,20.9299166666667
"2019-04-19-17",19.30125,21.6398333333333
"2019-04-19-18",19.7633333333333,21.79375
"2019-04-19-19",20.0828333333333,21.9748333333333
"2019-04-19-20",20.3255833333333,21.5559166666667
"2019-04-19-21",20.4145833333333,21.0108333333333
"2019-04-19-22",20.38525,20.44475
"2019-04-19-23",20.2790833333333,19.9650833333333
"2019-04-20-00",20.1335,19.537
"2019-04-20-01",19.9638333333333,19.087
"2019-04-20-02",19.763,18.648
"2019-04-20-03",19.5416666666667,18.2043333333333
"2019-04-20-04",19.296,17.7920833333333
"2019-04-20-05",19.043,17.41275
"2019-04-20-06",18.7816666666667,17.03225
"2019-04-20-07",18.5125833333333,16.7199166666667
"2019-04-20-08",18.262,16.8125
"2019-04-20-09",18.10875,17.1569166666667
"2019-04-20-10",18.0544166666667,17.5268333333333
"2019-04-20-11",18.0708333333333,18.046
"2019-04-20-12",18.1686666666667,18.6206666666667
"2019-04-20-13",18.3451666666667,19.2601666666667
"2019-04-20-14",18.5813333333333,19.8806666666667
"2019-04-20-15",18.853,20.5368333333333
"2019-04-20-16",19.0401666666667,21.0110833333333
"2019-04-20-17",19.44675,21.6580833333333
"2019-04-20-18",19.90475,22.00825
"2019-04-20-19",20.24375,21.7595
"2019-04-20-20",20.4161666666667,21.2868333333333
"2019-04-20-21",20.4434166666667,20.7034166666667
"2019-04-20-22",20.3648333333333,20.162
"2019-04-20-23",20.2295833333333,19.6735
"2019-04-21-00",20.0590833333333,19.2735833333333
"2019-04-21-01",19.8780833333333,19.006
"2019-04-21-02",19.7093333333333,18.7794166666667
"2019-04-21-03",19.5496666666667,18.5706666666667
"2019-04-21-04",19.3885833333333,18.3318333333333
"2019-04-21-05",19.221,18.1260833333333
"2019-04-21-06",19.0549166666667,17.9325833333333
"2019-04-21-07",18.8863333333333,17.7365
"2019-04-21-08",18.7186666666667,17.6123333333333
"2019-04-21-09",18.5709166666667,17.58075
"2019-04-21-10",18.45475,17.7921666666667
"2019-04-21-11",18.4130833333333,18.0794166666667
"2019-04-21-12",18.4220833333333,18.1996666666667
"2019-04-21-13",18.4409166666667,18.7240833333333
"2019-04-21-14",18.5725,19.54625
"2019-04-21-15",18.8154166666667,20.0968333333333
"2019-04-21-16",19.0221666666667,20.4681666666667
"2019-04-21-17",19.2963333333333,20.9985
"2019-04-21-18",19.6246666666667,21.0220833333333
"2019-04-21-19",19.8255,20.7999166666667
"2019-04-21-20",19.91275,20.2906666666667
"2019-04-21-21",19.8758333333333,19.7356666666667
"2019-04-21-22",19.7579166666667,19.2548333333333
"2019-04-21-23",19.59575,18.8260833333333
"2019-04-22-00",19.4116666666667,18.4559166666667
"2019-04-22-01",19.2195,18.1686666666667
"2019-04-22-02",19.0346666666667,17.9533333333333
"2019-04-22-03",18.8578333333333,17.7035833333333
"2019-04-22-04",18.6770833333333,17.4335
"2019-04-22-05",18.4816666666667,17.1333333333333
"2019-04-22-06",18.27875,16.8233333333333
"2019-04-22-07",18.0603333333333,16.59625
"2019-04-22-08",17.86825,16.57325
"2019-04-22-09",17.7271666666667,16.7914166666667
"2019-04-22-10",17.6775,17.35625
"2019-04-22-11",17.75375,18.0915
"2019-04-22-12",17.9396666666667,18.8809166666667
"2019-04-22-13",18.2145,19.6740833333333
"2019-04-22-14",18.552,20.4225833333333
"2019-04-22-15",18.9225833333333,21.1939166666667
